scheme,run_id,flow_count,avg_fct_us,p99_fct_us,avg_slowdown,p99_slowdown,avg_active_queue_bytes,p99_active_queue_bytes,max_queue_bytes,avg_aggregate_sending_gbps,avg_aggregate_utilization
dcqcn,967975247,13365,7.554426711560045,65.18388000000006,1.3350681412219323,10.886922598049402,33847.56862745098,199783.43999999986,226224,32.81027168316831,0.2624821734653465
bcc,981502343,13365,6.612942162364385,20.451360000000015,1.1319696355451336,3.5098336890265562,8318.57339163023,48688.0,63048,32.81027168316832,0.2624821734653465
