scheme,time_ns,time_us,queue_bytes
dcqcn,2002054000,2054.0,1048
dcqcn,2002055000,2055.0,0
dcqcn,2002056000,2056.0,0
dcqcn,2002057000,2057.0,0
dcqcn,2002058000,2058.0,0
dcqcn,2002059000,2059.0,0
dcqcn,2002060000,2060.0,0
dcqcn,2002061000,2061.0,0
dcqcn,2002062000,2062.0,0
dcqcn,2002063000,2063.0,0
dcqcn,2002064000,2064.0,0
dcqcn,2002065000,2065.0,1048
dcqcn,2002066000,2066.0,0
dcqcn,2002067000,2067.0,0
dcqcn,2002068000,2068.0,2096
dcqcn,2002069000,2069.0,0
dcqcn,2002070000,2070.0,0
dcqcn,2002071000,2071.0,2096
dcqcn,2002072000,2072.0,0
dcqcn,2002073000,2073.0,0
dcqcn,2002074000,2074.0,2096
dcqcn,2002075000,2075.0,1048
dcqcn,2002076000,2076.0,0
dcqcn,2002077000,2077.0,2096
dcqcn,2002078000,2078.0,1048
dcqcn,2002079000,2079.0,0
dcqcn,2002080000,2080.0,1048
dcqcn,2002081000,2081.0,1048
dcqcn,2002082000,2082.0,0
dcqcn,2002083000,2083.0,0
dcqcn,2002084000,2084.0,0
dcqcn,2002085000,2085.0,0
dcqcn,2002086000,2086.0,0
dcqcn,2002087000,2087.0,0
dcqcn,2002088000,2088.0,1048
dcqcn,2002089000,2089.0,0
dcqcn,2002090000,2090.0,0
dcqcn,2002091000,2091.0,1048
dcqcn,2002092000,2092.0,0
dcqcn,2002093000,2093.0,0
dcqcn,2002094000,2094.0,1048
dcqcn,2002095000,2095.0,1048
dcqcn,2002096000,2096.0,0
dcqcn,2002097000,2097.0,1048
dcqcn,2002098000,2098.0,2096
dcqcn,2002099000,2099.0,0
dcqcn,2002100000,2100.0,1048
dcqcn,2002101000,2101.0,1048
dcqcn,2002102000,2102.0,0
dcqcn,2002103000,2103.0,1048
dcqcn,2002104000,2104.0,1048
dcqcn,2002105000,2105.0,0
dcqcn,2002106000,2106.0,0
dcqcn,2002107000,2107.0,0
dcqcn,2002108000,2108.0,0
dcqcn,2002109000,2109.0,0
dcqcn,2002110000,2110.0,0
dcqcn,2002111000,2111.0,1048
dcqcn,2002112000,2112.0,1048
dcqcn,2002113000,2113.0,0
dcqcn,2002114000,2114.0,1048
dcqcn,2002115000,2115.0,0
dcqcn,2002116000,2116.0,0
dcqcn,2002117000,2117.0,1048
dcqcn,2002118000,2118.0,0
dcqcn,2002119000,2119.0,0
dcqcn,2002120000,2120.0,1048
dcqcn,2002121000,2121.0,1048
dcqcn,2002122000,2122.0,0
dcqcn,2002123000,2123.0,0
dcqcn,2002124000,2124.0,1048
dcqcn,2002125000,2125.0,0
dcqcn,2002126000,2126.0,0
dcqcn,2002127000,2127.0,1048
dcqcn,2002128000,2128.0,0
dcqcn,2002129000,2129.0,1048
dcqcn,2002130000,2130.0,0
dcqcn,2002131000,2131.0,0
dcqcn,2002132000,2132.0,1048
dcqcn,2002133000,2133.0,0
dcqcn,2002134000,2134.0,0
dcqcn,2002135000,2135.0,1048
dcqcn,2002136000,2136.0,0
dcqcn,2002137000,2137.0,0
dcqcn,2002138000,2138.0,1048
dcqcn,2002139000,2139.0,0
dcqcn,2002140000,2140.0,0
dcqcn,2002141000,2141.0,0
dcqcn,2002142000,2142.0,0
dcqcn,2002143000,2143.0,0
dcqcn,2002144000,2144.0,0
dcqcn,2002145000,2145.0,0
dcqcn,2002146000,2146.0,1048
dcqcn,2002147000,2147.0,0
dcqcn,2002148000,2148.0,0
dcqcn,2002149000,2149.0,1048
dcqcn,2002150000,2150.0,1048
dcqcn,2002151000,2151.0,0
dcqcn,2002152000,2152.0,1048
dcqcn,2002153000,2153.0,0
dcqcn,2002154000,2154.0,0
dcqcn,2002155000,2155.0,0
dcqcn,2002156000,2156.0,1048
dcqcn,2002157000,2157.0,0
dcqcn,2002158000,2158.0,0
dcqcn,2002159000,2159.0,1048
dcqcn,2002160000,2160.0,0
dcqcn,2002161000,2161.0,0
dcqcn,2002162000,2162.0,0
dcqcn,2002163000,2163.0,0
dcqcn,2002164000,2164.0,0
dcqcn,2002165000,2165.0,0
dcqcn,2002166000,2166.0,1048
dcqcn,2002167000,2167.0,1048
dcqcn,2002168000,2168.0,0
dcqcn,2002169000,2169.0,1048
dcqcn,2002170000,2170.0,1048
dcqcn,2002171000,2171.0,0
dcqcn,2002172000,2172.0,1048
dcqcn,2002173000,2173.0,2096
dcqcn,2002174000,2174.0,0
dcqcn,2002175000,2175.0,1048
dcqcn,2002176000,2176.0,1048
dcqcn,2002177000,2177.0,0
dcqcn,2002178000,2178.0,0
dcqcn,2002179000,2179.0,1048
dcqcn,2002180000,2180.0,0
dcqcn,2002181000,2181.0,0
dcqcn,2002182000,2182.0,0
dcqcn,2002183000,2183.0,1048
dcqcn,2002184000,2184.0,0
dcqcn,2002185000,2185.0,0
dcqcn,2002186000,2186.0,0
dcqcn,2002187000,2187.0,0
dcqcn,2002188000,2188.0,0
dcqcn,2002189000,2189.0,0
dcqcn,2002190000,2190.0,2096
dcqcn,2002191000,2191.0,0
dcqcn,2002192000,2192.0,0
dcqcn,2002193000,2193.0,2096
dcqcn,2002194000,2194.0,0
dcqcn,2002195000,2195.0,0
dcqcn,2002196000,2196.0,2096
dcqcn,2002197000,2197.0,0
dcqcn,2002198000,2198.0,0
dcqcn,2002199000,2199.0,2096
dcqcn,2002200000,2200.0,1048
dcqcn,2002201000,2201.0,0
dcqcn,2002202000,2202.0,1048
dcqcn,2002203000,2203.0,1048
dcqcn,2002204000,2204.0,0
dcqcn,2002205000,2205.0,0
dcqcn,2002206000,2206.0,0
dcqcn,2002207000,2207.0,0
dcqcn,2002208000,2208.0,0
dcqcn,2002209000,2209.0,0
dcqcn,2002210000,2210.0,0
dcqcn,2002211000,2211.0,0
dcqcn,2002212000,2212.0,0
dcqcn,2002213000,2213.0,1048
dcqcn,2002214000,2214.0,0
dcqcn,2002215000,2215.0,0
dcqcn,2002216000,2216.0,1048
dcqcn,2002217000,2217.0,1048
dcqcn,2002218000,2218.0,0
dcqcn,2002219000,2219.0,1048
dcqcn,2002220000,2220.0,1048
dcqcn,2002221000,2221.0,0
dcqcn,2002222000,2222.0,1048
dcqcn,2002223000,2223.0,1048
dcqcn,2002224000,2224.0,0
dcqcn,2002225000,2225.0,1048
dcqcn,2002226000,2226.0,1048
dcqcn,2002227000,2227.0,0
dcqcn,2002228000,2228.0,0
dcqcn,2002229000,2229.0,1048
dcqcn,2002230000,2230.0,0
dcqcn,2002231000,2231.0,0
dcqcn,2002232000,2232.0,0
dcqcn,2002233000,2233.0,0
dcqcn,2002234000,2234.0,1048
dcqcn,2002235000,2235.0,0
dcqcn,2002236000,2236.0,1048
dcqcn,2002237000,2237.0,0
dcqcn,2002238000,2238.0,0
dcqcn,2002239000,2239.0,1048
dcqcn,2002240000,2240.0,0
dcqcn,2002241000,2241.0,0
dcqcn,2002242000,2242.0,1048
dcqcn,2002243000,2243.0,0
dcqcn,2002244000,2244.0,0
dcqcn,2002245000,2245.0,0
dcqcn,2002246000,2246.0,1048
dcqcn,2002247000,2247.0,0
dcqcn,2002248000,2248.0,0
dcqcn,2002249000,2249.0,1048
dcqcn,2002250000,2250.0,0
dcqcn,2002251000,2251.0,1048
dcqcn,2002252000,2252.0,1048
dcqcn,2002253000,2253.0,0
dcqcn,2002254000,2254.0,1048
dcqcn,2002255000,2255.0,0
dcqcn,2002256000,2256.0,0
dcqcn,2002257000,2257.0,1048
dcqcn,2002258000,2258.0,0
dcqcn,2002259000,2259.0,0
dcqcn,2002260000,2260.0,1048
dcqcn,2002261000,2261.0,0
dcqcn,2002262000,2262.0,0
dcqcn,2002263000,2263.0,0
dcqcn,2002264000,2264.0,0
dcqcn,2002265000,2265.0,1048
dcqcn,2002266000,2266.0,0
dcqcn,2002267000,2267.0,0
dcqcn,2002268000,2268.0,1048
dcqcn,2002269000,2269.0,1048
dcqcn,2002270000,2270.0,0
dcqcn,2002271000,2271.0,1048
dcqcn,2002272000,2272.0,1048
dcqcn,2002273000,2273.0,0
dcqcn,2002274000,2274.0,0
dcqcn,2002275000,2275.0,1048
dcqcn,2002276000,2276.0,0
dcqcn,2002277000,2277.0,1048
dcqcn,2002278000,2278.0,0
dcqcn,2002279000,2279.0,0
dcqcn,2002280000,2280.0,1048
dcqcn,2002281000,2281.0,1048
dcqcn,2002282000,2282.0,0
dcqcn,2002283000,2283.0,0
dcqcn,2002284000,2284.0,0
dcqcn,2002285000,2285.0,1048
dcqcn,2002286000,2286.0,0
dcqcn,2002287000,2287.0,0
dcqcn,2002288000,2288.0,1048
dcqcn,2002289000,2289.0,1048
dcqcn,2002290000,2290.0,1048
dcqcn,2002291000,2291.0,1048
dcqcn,2002292000,2292.0,2096
dcqcn,2002293000,2293.0,0
dcqcn,2002294000,2294.0,1048
dcqcn,2002295000,2295.0,1048
dcqcn,2002296000,2296.0,0
dcqcn,2002297000,2297.0,1048
dcqcn,2002298000,2298.0,1048
dcqcn,2002299000,2299.0,0
dcqcn,2002300000,2300.0,1048
dcqcn,2002301000,2301.0,1048
dcqcn,2002302000,2302.0,0
dcqcn,2002303000,2303.0,0
dcqcn,2002304000,2304.0,0
dcqcn,2002305000,2305.0,0
dcqcn,2002306000,2306.0,0
dcqcn,2002307000,2307.0,0
dcqcn,2002308000,2308.0,0
dcqcn,2002309000,2309.0,0
dcqcn,2002310000,2310.0,1048
dcqcn,2002311000,2311.0,0
dcqcn,2002312000,2312.0,0
dcqcn,2002313000,2313.0,0
dcqcn,2002314000,2314.0,0
dcqcn,2002315000,2315.0,1048
dcqcn,2002316000,2316.0,2096
dcqcn,2002317000,2317.0,0
dcqcn,2002318000,2318.0,1048
dcqcn,2002319000,2319.0,1048
dcqcn,2002320000,2320.0,1048
dcqcn,2002321000,2321.0,0
dcqcn,2002322000,2322.0,1048
dcqcn,2002323000,2323.0,1048
dcqcn,2002324000,2324.0,0
dcqcn,2002325000,2325.0,1048
dcqcn,2002326000,2326.0,1048
dcqcn,2002327000,2327.0,0
dcqcn,2002328000,2328.0,0
dcqcn,2002329000,2329.0,1048
dcqcn,2002330000,2330.0,1048
dcqcn,2002331000,2331.0,0
dcqcn,2002332000,2332.0,0
dcqcn,2002333000,2333.0,1048
dcqcn,2002334000,2334.0,2096
dcqcn,2002335000,2335.0,0
dcqcn,2002336000,2336.0,1048
dcqcn,2002337000,2337.0,2096
dcqcn,2002338000,2338.0,3144
dcqcn,2002339000,2339.0,0
dcqcn,2002340000,2340.0,1048
dcqcn,2002341000,2341.0,2096
dcqcn,2002342000,2342.0,2096
dcqcn,2002343000,2343.0,1048
dcqcn,2002344000,2344.0,1048
dcqcn,2002345000,2345.0,2096
dcqcn,2002346000,2346.0,1048
dcqcn,2002347000,2347.0,2096
dcqcn,2002348000,2348.0,1048
dcqcn,2002349000,2349.0,2096
dcqcn,2002350000,2350.0,1048
dcqcn,2002351000,2351.0,2096
dcqcn,2002352000,2352.0,1048
dcqcn,2002353000,2353.0,1048
dcqcn,2002354000,2354.0,1048
dcqcn,2002355000,2355.0,2096
dcqcn,2002356000,2356.0,2096
dcqcn,2002357000,2357.0,1048
dcqcn,2002358000,2358.0,1048
dcqcn,2002359000,2359.0,2096
dcqcn,2002360000,2360.0,2096
dcqcn,2002361000,2361.0,0
dcqcn,2002362000,2362.0,1048
dcqcn,2002363000,2363.0,2096
dcqcn,2002364000,2364.0,1048
dcqcn,2002365000,2365.0,1048
dcqcn,2002366000,2366.0,1048
dcqcn,2002367000,2367.0,2096
dcqcn,2002368000,2368.0,1048
dcqcn,2002369000,2369.0,1048
dcqcn,2002370000,2370.0,1048
dcqcn,2002371000,2371.0,2096
dcqcn,2002372000,2372.0,0
dcqcn,2002373000,2373.0,1048
dcqcn,2002374000,2374.0,1048
dcqcn,2002375000,2375.0,2096
dcqcn,2002376000,2376.0,0
dcqcn,2002377000,2377.0,1048
dcqcn,2002378000,2378.0,2096
dcqcn,2002379000,2379.0,1048
dcqcn,2002380000,2380.0,0
dcqcn,2002381000,2381.0,1048
dcqcn,2002382000,2382.0,2096
dcqcn,2002383000,2383.0,1048
dcqcn,2002384000,2384.0,0
dcqcn,2002385000,2385.0,1048
dcqcn,2002386000,2386.0,2096
dcqcn,2002387000,2387.0,1048
dcqcn,2002388000,2388.0,0
dcqcn,2002389000,2389.0,1048
dcqcn,2002390000,2390.0,1048
dcqcn,2002391000,2391.0,1048
dcqcn,2002392000,2392.0,0
dcqcn,2002393000,2393.0,2096
dcqcn,2002394000,2394.0,2096
dcqcn,2002395000,2395.0,2096
dcqcn,2002396000,2396.0,3144
dcqcn,2002397000,2397.0,2096
dcqcn,2002398000,2398.0,1048
dcqcn,2002399000,2399.0,2096
dcqcn,2002400000,2400.0,3144
dcqcn,2002401000,2401.0,1048
dcqcn,2002402000,2402.0,1048
dcqcn,2002403000,2403.0,2096
dcqcn,2002404000,2404.0,3144
dcqcn,2002405000,2405.0,1048
dcqcn,2002406000,2406.0,1048
dcqcn,2002407000,2407.0,2096
dcqcn,2002408000,2408.0,3144
dcqcn,2002409000,2409.0,1048
dcqcn,2002410000,2410.0,1048
dcqcn,2002411000,2411.0,2096
dcqcn,2002412000,2412.0,3144
dcqcn,2002413000,2413.0,1048
dcqcn,2002414000,2414.0,1048
dcqcn,2002415000,2415.0,2096
dcqcn,2002416000,2416.0,2096
dcqcn,2002417000,2417.0,1048
dcqcn,2002418000,2418.0,2096
dcqcn,2002419000,2419.0,2096
dcqcn,2002420000,2420.0,2096
dcqcn,2002421000,2421.0,1048
dcqcn,2002422000,2422.0,2096
dcqcn,2002423000,2423.0,2096
dcqcn,2002424000,2424.0,1048
dcqcn,2002425000,2425.0,1048
dcqcn,2002426000,2426.0,2096
dcqcn,2002427000,2427.0,2096
dcqcn,2002428000,2428.0,1048
dcqcn,2002429000,2429.0,1048
dcqcn,2002430000,2430.0,2096
dcqcn,2002431000,2431.0,2096
dcqcn,2002432000,2432.0,1048
dcqcn,2002433000,2433.0,1048
dcqcn,2002434000,2434.0,2096
dcqcn,2002435000,2435.0,1048
dcqcn,2002436000,2436.0,2096
dcqcn,2002437000,2437.0,1048
dcqcn,2002438000,2438.0,1048
dcqcn,2002439000,2439.0,1048
dcqcn,2002440000,2440.0,2096
dcqcn,2002441000,2441.0,1048
dcqcn,2002442000,2442.0,1048
dcqcn,2002443000,2443.0,1048
dcqcn,2002444000,2444.0,2096
dcqcn,2002445000,2445.0,1048
dcqcn,2002446000,2446.0,0
dcqcn,2002447000,2447.0,1048
dcqcn,2002448000,2448.0,2096
dcqcn,2002449000,2449.0,3144
dcqcn,2002450000,2450.0,0
dcqcn,2002451000,2451.0,1048
dcqcn,2002452000,2452.0,2096
dcqcn,2002453000,2453.0,2096
dcqcn,2002454000,2454.0,0
dcqcn,2002455000,2455.0,1048
dcqcn,2002456000,2456.0,2096
dcqcn,2002457000,2457.0,2096
dcqcn,2002458000,2458.0,1048
dcqcn,2002459000,2459.0,1048
dcqcn,2002460000,2460.0,3144
dcqcn,2002461000,2461.0,2096
dcqcn,2002462000,2462.0,2096
dcqcn,2002463000,2463.0,2096
dcqcn,2002464000,2464.0,2096
dcqcn,2002465000,2465.0,2096
dcqcn,2002466000,2466.0,2096
dcqcn,2002467000,2467.0,3144
dcqcn,2002468000,2468.0,2096
dcqcn,2002469000,2469.0,2096
dcqcn,2002470000,2470.0,2096
dcqcn,2002471000,2471.0,3144
dcqcn,2002472000,2472.0,1048
dcqcn,2002473000,2473.0,2096
dcqcn,2002474000,2474.0,2096
dcqcn,2002475000,2475.0,3144
dcqcn,2002476000,2476.0,1048
dcqcn,2002477000,2477.0,2096
dcqcn,2002478000,2478.0,2096
dcqcn,2002479000,2479.0,2096
dcqcn,2002480000,2480.0,2096
dcqcn,2002481000,2481.0,2096
dcqcn,2002482000,2482.0,2096
dcqcn,2002483000,2483.0,1048
dcqcn,2002484000,2484.0,2096
dcqcn,2002485000,2485.0,2096
dcqcn,2002486000,2486.0,2096
dcqcn,2002487000,2487.0,1048
dcqcn,2002488000,2488.0,2096
dcqcn,2002489000,2489.0,3144
dcqcn,2002490000,2490.0,1048
dcqcn,2002491000,2491.0,1048
dcqcn,2002492000,2492.0,2096
dcqcn,2002493000,2493.0,3144
dcqcn,2002494000,2494.0,1048
dcqcn,2002495000,2495.0,1048
dcqcn,2002496000,2496.0,2096
dcqcn,2002497000,2497.0,3144
dcqcn,2002498000,2498.0,1048
dcqcn,2002499000,2499.0,1048
dcqcn,2002500000,2500.0,2096
dcqcn,2002501000,2501.0,2096
dcqcn,2002502000,2502.0,2096
dcqcn,2002503000,2503.0,1048
dcqcn,2002504000,2504.0,2096
dcqcn,2002505000,2505.0,2096
dcqcn,2002506000,2506.0,2096
dcqcn,2002507000,2507.0,1048
dcqcn,2002508000,2508.0,2096
dcqcn,2002509000,2509.0,1048
dcqcn,2002510000,2510.0,2096
dcqcn,2002511000,2511.0,2096
dcqcn,2002512000,2512.0,2096
dcqcn,2002513000,2513.0,1048
dcqcn,2002514000,2514.0,2096
dcqcn,2002515000,2515.0,2096
dcqcn,2002516000,2516.0,1048
dcqcn,2002517000,2517.0,1048
dcqcn,2002518000,2518.0,2096
dcqcn,2002519000,2519.0,2096
dcqcn,2002520000,2520.0,2096
dcqcn,2002521000,2521.0,1048
dcqcn,2002522000,2522.0,2096
dcqcn,2002523000,2523.0,2096
dcqcn,2002524000,2524.0,1048
dcqcn,2002525000,2525.0,1048
dcqcn,2002526000,2526.0,2096
dcqcn,2002527000,2527.0,2096
dcqcn,2002528000,2528.0,2096
dcqcn,2002529000,2529.0,3144
dcqcn,2002530000,2530.0,3144
dcqcn,2002531000,2531.0,2096
dcqcn,2002532000,2532.0,2096
dcqcn,2002533000,2533.0,3144
dcqcn,2002534000,2534.0,3144
dcqcn,2002535000,2535.0,1048
dcqcn,2002536000,2536.0,2096
dcqcn,2002537000,2537.0,3144
dcqcn,2002538000,2538.0,3144
dcqcn,2002539000,2539.0,1048
dcqcn,2002540000,2540.0,2096
dcqcn,2002541000,2541.0,3144
dcqcn,2002542000,2542.0,3144
dcqcn,2002543000,2543.0,1048
dcqcn,2002544000,2544.0,2096
dcqcn,2002545000,2545.0,3144
dcqcn,2002546000,2546.0,2096
dcqcn,2002547000,2547.0,1048
dcqcn,2002548000,2548.0,2096
dcqcn,2002549000,2549.0,3144
dcqcn,2002550000,2550.0,2096
dcqcn,2002551000,2551.0,2096
dcqcn,2002552000,2552.0,2096
dcqcn,2002553000,2553.0,2096
dcqcn,2002554000,2554.0,2096
dcqcn,2002555000,2555.0,3144
dcqcn,2002556000,2556.0,2096
dcqcn,2002557000,2557.0,2096
dcqcn,2002558000,2558.0,2096
dcqcn,2002559000,2559.0,3144
dcqcn,2002560000,2560.0,3144
dcqcn,2002561000,2561.0,1048
dcqcn,2002562000,2562.0,2096
dcqcn,2002563000,2563.0,3144
dcqcn,2002564000,2564.0,2096
dcqcn,2002565000,2565.0,1048
dcqcn,2002566000,2566.0,2096
dcqcn,2002567000,2567.0,3144
dcqcn,2002568000,2568.0,3144
dcqcn,2002569000,2569.0,2096
dcqcn,2002570000,2570.0,2096
dcqcn,2002571000,2571.0,3144
dcqcn,2002572000,2572.0,2096
dcqcn,2002573000,2573.0,2096
dcqcn,2002574000,2574.0,2096
dcqcn,2002575000,2575.0,2096
dcqcn,2002576000,2576.0,2096
dcqcn,2002577000,2577.0,3144
dcqcn,2002578000,2578.0,2096
dcqcn,2002579000,2579.0,2096
dcqcn,2002580000,2580.0,2096
dcqcn,2002581000,2581.0,3144
dcqcn,2002582000,2582.0,3144
dcqcn,2002583000,2583.0,1048
dcqcn,2002584000,2584.0,2096
dcqcn,2002585000,2585.0,3144
dcqcn,2002586000,2586.0,4192
dcqcn,2002587000,2587.0,1048
dcqcn,2002588000,2588.0,2096
dcqcn,2002589000,2589.0,3144
dcqcn,2002590000,2590.0,3144
dcqcn,2002591000,2591.0,2096
dcqcn,2002592000,2592.0,2096
dcqcn,2002593000,2593.0,3144
dcqcn,2002594000,2594.0,4192
dcqcn,2002595000,2595.0,4192
dcqcn,2002596000,2596.0,3144
dcqcn,2002597000,2597.0,4192
dcqcn,2002598000,2598.0,3144
dcqcn,2002599000,2599.0,4192
dcqcn,2002600000,2600.0,4192
dcqcn,2002601000,2601.0,3144
dcqcn,2002602000,2602.0,3144
dcqcn,2002603000,2603.0,4192
dcqcn,2002604000,2604.0,5240
dcqcn,2002605000,2605.0,3144
dcqcn,2002606000,2606.0,3144
dcqcn,2002607000,2607.0,4192
dcqcn,2002608000,2608.0,5240
dcqcn,2002609000,2609.0,4192
dcqcn,2002610000,2610.0,3144
dcqcn,2002611000,2611.0,4192
dcqcn,2002612000,2612.0,5240
dcqcn,2002613000,2613.0,4192
dcqcn,2002614000,2614.0,3144
dcqcn,2002615000,2615.0,4192
dcqcn,2002616000,2616.0,4192
dcqcn,2002617000,2617.0,5240
dcqcn,2002618000,2618.0,5240
dcqcn,2002619000,2619.0,5240
dcqcn,2002620000,2620.0,4192
dcqcn,2002621000,2621.0,5240
dcqcn,2002622000,2622.0,5240
dcqcn,2002623000,2623.0,5240
dcqcn,2002624000,2624.0,6288
dcqcn,2002625000,2625.0,5240
dcqcn,2002626000,2626.0,5240
dcqcn,2002627000,2627.0,6288
dcqcn,2002628000,2628.0,6288
dcqcn,2002629000,2629.0,6288
dcqcn,2002630000,2630.0,7336
dcqcn,2002631000,2631.0,6288
dcqcn,2002632000,2632.0,6288
dcqcn,2002633000,2633.0,6288
dcqcn,2002634000,2634.0,7336
dcqcn,2002635000,2635.0,7336
dcqcn,2002636000,2636.0,7336
dcqcn,2002637000,2637.0,7336
dcqcn,2002638000,2638.0,7336
dcqcn,2002639000,2639.0,7336
dcqcn,2002640000,2640.0,8384
dcqcn,2002641000,2641.0,7336
dcqcn,2002642000,2642.0,7336
dcqcn,2002643000,2643.0,8384
dcqcn,2002644000,2644.0,8384
dcqcn,2002645000,2645.0,9432
dcqcn,2002646000,2646.0,8384
dcqcn,2002647000,2647.0,8384
dcqcn,2002648000,2648.0,8384
dcqcn,2002649000,2649.0,9432
dcqcn,2002650000,2650.0,10480
dcqcn,2002651000,2651.0,9432
dcqcn,2002652000,2652.0,8384
dcqcn,2002653000,2653.0,9432
dcqcn,2002654000,2654.0,10480
dcqcn,2002655000,2655.0,9432
dcqcn,2002656000,2656.0,10480
dcqcn,2002657000,2657.0,10480
dcqcn,2002658000,2658.0,10480
dcqcn,2002659000,2659.0,10480
dcqcn,2002660000,2660.0,10480
dcqcn,2002661000,2661.0,11528
dcqcn,2002662000,2662.0,11528
dcqcn,2002663000,2663.0,11528
dcqcn,2002664000,2664.0,10480
dcqcn,2002665000,2665.0,10480
dcqcn,2002666000,2666.0,10480
dcqcn,2002667000,2667.0,10480
dcqcn,2002668000,2668.0,9432
dcqcn,2002669000,2669.0,8384
dcqcn,2002670000,2670.0,8384
dcqcn,2002671000,2671.0,7336
dcqcn,2002672000,2672.0,8384
dcqcn,2002673000,2673.0,7336
dcqcn,2002674000,2674.0,6288
dcqcn,2002675000,2675.0,5240
dcqcn,2002676000,2676.0,4192
dcqcn,2002677000,2677.0,5240
dcqcn,2002678000,2678.0,3144
dcqcn,2002679000,2679.0,3144
dcqcn,2002680000,2680.0,2096
dcqcn,2002681000,2681.0,3144
dcqcn,2002682000,2682.0,2096
dcqcn,2002683000,2683.0,2096
dcqcn,2002684000,2684.0,1048
dcqcn,2002685000,2685.0,0
dcqcn,2002686000,2686.0,1048
dcqcn,2002687000,2687.0,0
dcqcn,2002688000,2688.0,1048
dcqcn,2002689000,2689.0,0
dcqcn,2002690000,2690.0,1048
dcqcn,2002691000,2691.0,0
dcqcn,2002692000,2692.0,0
dcqcn,2002693000,2693.0,0
dcqcn,2002694000,2694.0,1048
dcqcn,2002695000,2695.0,1048
dcqcn,2002696000,2696.0,0
dcqcn,2002697000,2697.0,1048
dcqcn,2002698000,2698.0,0
dcqcn,2002699000,2699.0,2096
dcqcn,2002700000,2700.0,1048
dcqcn,2002701000,2701.0,0
dcqcn,2002702000,2702.0,0
dcqcn,2002703000,2703.0,0
dcqcn,2002704000,2704.0,0
dcqcn,2002705000,2705.0,0
dcqcn,2002706000,2706.0,1048
dcqcn,2002707000,2707.0,0
dcqcn,2002708000,2708.0,1048
dcqcn,2002709000,2709.0,0
dcqcn,2002710000,2710.0,0
dcqcn,2002711000,2711.0,1048
dcqcn,2002712000,2712.0,0
dcqcn,2002713000,2713.0,0
dcqcn,2002714000,2714.0,0
dcqcn,2002715000,2715.0,0
dcqcn,2002716000,2716.0,0
dcqcn,2002717000,2717.0,0
dcqcn,2002718000,2718.0,0
dcqcn,2002719000,2719.0,0
dcqcn,2002720000,2720.0,1048
dcqcn,2002721000,2721.0,1048
dcqcn,2002722000,2722.0,0
dcqcn,2002723000,2723.0,0
dcqcn,2002724000,2724.0,0
dcqcn,2002725000,2725.0,0
dcqcn,2002726000,2726.0,0
dcqcn,2002727000,2727.0,0
dcqcn,2002728000,2728.0,0
dcqcn,2002729000,2729.0,1048
dcqcn,2002730000,2730.0,0
dcqcn,2002731000,2731.0,0
dcqcn,2002732000,2732.0,0
dcqcn,2002733000,2733.0,0
dcqcn,2002734000,2734.0,0
dcqcn,2002735000,2735.0,0
dcqcn,2002736000,2736.0,0
dcqcn,2002737000,2737.0,0
dcqcn,2002738000,2738.0,0
dcqcn,2002739000,2739.0,0
dcqcn,2002740000,2740.0,0
dcqcn,2002741000,2741.0,1048
dcqcn,2002742000,2742.0,0
dcqcn,2002743000,2743.0,0
dcqcn,2002744000,2744.0,0
dcqcn,2002745000,2745.0,0
dcqcn,2002746000,2746.0,0
dcqcn,2002747000,2747.0,0
dcqcn,2002748000,2748.0,0
dcqcn,2002749000,2749.0,0
dcqcn,2002750000,2750.0,0
dcqcn,2002751000,2751.0,0
dcqcn,2002752000,2752.0,0
dcqcn,2002753000,2753.0,0
dcqcn,2002754000,2754.0,0
dcqcn,2002755000,2755.0,0
dcqcn,2002756000,2756.0,0
dcqcn,2002757000,2757.0,0
dcqcn,2002758000,2758.0,0
dcqcn,2002759000,2759.0,1048
dcqcn,2002760000,2760.0,0
dcqcn,2002761000,2761.0,0
dcqcn,2002762000,2762.0,0
dcqcn,2002763000,2763.0,0
dcqcn,2002764000,2764.0,0
dcqcn,2002765000,2765.0,0
dcqcn,2002766000,2766.0,0
dcqcn,2002767000,2767.0,0
dcqcn,2002768000,2768.0,0
dcqcn,2002769000,2769.0,0
dcqcn,2002770000,2770.0,0
dcqcn,2002771000,2771.0,1048
dcqcn,2002772000,2772.0,0
dcqcn,2002773000,2773.0,1048
dcqcn,2002774000,2774.0,0
dcqcn,2002775000,2775.0,0
dcqcn,2002776000,2776.0,0
dcqcn,2002777000,2777.0,0
dcqcn,2002778000,2778.0,0
dcqcn,2002779000,2779.0,0
dcqcn,2002780000,2780.0,1048
dcqcn,2002781000,2781.0,0
dcqcn,2002782000,2782.0,0
dcqcn,2002783000,2783.0,0
dcqcn,2002784000,2784.0,0
dcqcn,2002785000,2785.0,0
dcqcn,2002786000,2786.0,0
dcqcn,2002787000,2787.0,0
dcqcn,2002788000,2788.0,0
dcqcn,2002789000,2789.0,0
dcqcn,2002790000,2790.0,0
dcqcn,2002791000,2791.0,0
dcqcn,2002792000,2792.0,0
dcqcn,2002793000,2793.0,0
dcqcn,2002794000,2794.0,0
dcqcn,2002795000,2795.0,0
dcqcn,2002796000,2796.0,0
dcqcn,2002797000,2797.0,0
dcqcn,2002798000,2798.0,0
dcqcn,2002799000,2799.0,0
dcqcn,2002800000,2800.0,0
dcqcn,2002801000,2801.0,0
dcqcn,2002802000,2802.0,0
dcqcn,2002803000,2803.0,0
