run_id,flow_count,avg_fct_us,p99_fct_us,avg_slowdown,p99_slowdown,avg_active_queue_bytes,p99_active_queue_bytes,max_queue_bytes,avg_aggregate_sending_gbps,avg_aggregate_utilization
981502343,13365,6.612942162364385,20.451360000000015,1.1319696355451336,3.5098336890265562,8318.57339163023,48688.0,63048,32.81027168316832,0.2624821734653465
