time_ns,aggregate_sending_gbps,aggregate_capacity_gbps,aggregate_utilization
2004592000,56.416,125.0,0.45132799999999995
2004593000,63.296,125.0,0.506368
2004594000,53.76,125.0,0.43007999999999996
2004595000,36.832,125.0,0.29465600000000003
2004596000,25.184000000000005,125.0,0.20147200000000004
2004597000,37.472,125.0,0.299776
2004598000,27.648,125.0,0.221184
2004599000,35.93600000000001,125.0,0.2874880000000001
2004600000,53.184,125.0,0.42547199999999996
2004601000,48.608000000000004,125.0,0.38886400000000004
2004602000,54.336,125.0,0.43468799999999996
2004603000,72.352,125.0,0.578816
2004604000,58.272,125.0,0.466176
2004605000,38.048,125.0,0.304384
2004606000,56.832,125.0,0.454656
2004607000,59.199999999999996,125.0,0.47359999999999997
2004608000,65.75999999999999,125.0,0.5260799999999999
2004609000,93.408,125.0,0.747264
2004610000,75.616,125.0,0.604928
2004611000,44.096,125.0,0.35276799999999997
2004612000,31.872,125.0,0.254976
2004613000,44.800000000000004,125.0,0.35840000000000005
2004614000,38.144000000000005,125.0,0.30515200000000003
2004615000,39.744,125.0,0.317952
2004616000,30.08,125.0,0.24064
2004617000,19.936,125.0,0.159488
2004618000,65.664,125.0,0.525312
2004619000,84.64,125.0,0.67712
2004620000,56.544,125.0,0.452352
2004621000,46.656000000000006,125.0,0.373248
2004622000,31.2,125.0,0.2496
2004623000,38.336,125.0,0.30668799999999996
2004624000,42.239999999999995,125.0,0.33791999999999994
2004625000,37.856,125.0,0.302848
2004626000,27.296,125.0,0.218368
2004627000,12.031999999999998,125.0,0.09625599999999998
2004628000,3.36,125.0,0.026879999999999998
2004629000,1.44,125.0,0.011519999999999999
2004630000,13.440000000000001,125.0,0.10752
2004631000,0.0,125.0,0.0
2004632000,14.304000000000002,125.0,0.11443200000000002
2004633000,30.208,125.0,0.241664
2004634000,26.208000000000002,125.0,0.20966400000000002
2004635000,27.072000000000003,125.0,0.21657600000000002
2004636000,8.8,125.0,0.0704
2004637000,1.44,125.0,0.011519999999999999
2004638000,9.824,125.0,0.078592
2004639000,29.632,125.0,0.23705600000000002
2004640000,10.112,125.0,0.080896
2004641000,23.168,125.0,0.18534399999999998
2004642000,27.072000000000003,125.0,0.21657600000000002
2004643000,60.896,125.0,0.487168
2004644000,29.184,125.0,0.233472
2004645000,28.032000000000004,125.0,0.22425600000000004
2004646000,33.472,125.0,0.267776
2004647000,67.392,125.0,0.539136
2004648000,27.648000000000003,125.0,0.22118400000000002
2004649000,33.983999999999995,125.0,0.27187199999999995
2004650000,6.880000000000001,125.0,0.055040000000000006
2004651000,24.128,125.0,0.193024
2004652000,1.248,125.0,0.009984
2004653000,26.112000000000002,125.0,0.20889600000000003
2004654000,27.264000000000003,125.0,0.21811200000000003
2004655000,18.880000000000003,125.0,0.15104
2004656000,27.072000000000003,125.0,0.21657600000000002
2004657000,24.896,125.0,0.199168
2004658000,9.920000000000002,125.0,0.07936000000000001
2004659000,19.264000000000003,125.0,0.15411200000000003
2004660000,11.072,125.0,0.08857599999999999
2004661000,17.728,125.0,0.141824
2004662000,15.072000000000001,125.0,0.120576
2004663000,50.784000000000006,125.0,0.406272
2004664000,48.992,125.0,0.39193599999999995
2004665000,57.184,125.0,0.457472
2004666000,52.544000000000004,125.0,0.42035200000000006
2004667000,49.76,125.0,0.39808
2004668000,69.12,125.0,0.55296
2004669000,32.448,125.0,0.259584
2004670000,30.528000000000002,125.0,0.24422400000000002
2004671000,34.912,125.0,0.279296
2004672000,3.36,125.0,0.026879999999999998
2004673000,15.264000000000001,125.0,0.12211200000000001
2004674000,26.112000000000002,125.0,0.20889600000000003
2004675000,39.648,125.0,0.317184
2004676000,35.744,125.0,0.285952
2004677000,25.567999999999998,125.0,0.20454399999999998
2004678000,2.88,125.0,0.023039999999999998
2004679000,18.208000000000002,125.0,0.14566400000000002
2004680000,26.688000000000002,125.0,0.21350400000000003
2004681000,25.632,125.0,0.20505600000000002
2004682000,31.552000000000003,125.0,0.25241600000000003
2004683000,26.592000000000002,125.0,0.212736
2004684000,26.592000000000002,125.0,0.212736
2004685000,9.376000000000001,125.0,0.075008
2004686000,36.128,125.0,0.289024
2004687000,27.648,125.0,0.221184
2004688000,27.072000000000003,125.0,0.21657600000000002
2004689000,29.472,125.0,0.235776
2004690000,26.592000000000002,125.0,0.212736
2004691000,31.552,125.0,0.252416
2004692000,35.552,125.0,0.284416
2004693000,27.072000000000003,125.0,0.21657600000000002
2004694000,36.704,125.0,0.293632
2004695000,22.816000000000003,125.0,0.18252800000000002
2004696000,6.4,125.0,0.0512
2004697000,2.88,125.0,0.023039999999999998
2004698000,0.96,125.0,0.007679999999999999
2004699000,12.864,125.0,0.102912
2004700000,18.112000000000002,125.0,0.14489600000000002
2004701000,4.48,125.0,0.035840000000000004
2004702000,19.168,125.0,0.15334399999999998
2004703000,30.592000000000002,125.0,0.244736
2004704000,30.112000000000002,125.0,0.24089600000000003
2004705000,41.85600000000001,125.0,0.3348480000000001
2004706000,36.992000000000004,125.0,0.29593600000000003
2004707000,33.471999999999994,125.0,0.26777599999999996
2004708000,13.471999999999998,125.0,0.10777599999999998
2004709000,26.592000000000002,125.0,0.212736
2004710000,45.088,125.0,0.360704
2004711000,34.496,125.0,0.275968
2004712000,47.296,125.0,0.378368
2004713000,19.552,125.0,0.156416
2004714000,36.992000000000004,125.0,0.29593600000000003
2004715000,4.8,125.0,0.0384
2004716000,1.92,125.0,0.015359999999999999
2004717000,5.920000000000001,125.0,0.047360000000000006
2004718000,12.864,125.0,0.102912
2004719000,10.016,125.0,0.080128
2004720000,0.48,125.0,0.0038399999999999997
2004721000,18.688000000000002,125.0,0.14950400000000003
2004722000,5.248,125.0,0.041984
2004723000,4.960000000000001,125.0,0.03968000000000001
2004724000,5.92,125.0,0.04736
2004725000,18.016000000000002,125.0,0.144128
2004726000,0.48,125.0,0.0038399999999999997
2004727000,22.688000000000002,125.0,0.18150400000000003
2004728000,9.152000000000001,125.0,0.073216
2004729000,19.072,125.0,0.152576
2004730000,52.608000000000004,125.0,0.420864
2004731000,44.32000000000001,125.0,0.35456000000000004
2004732000,68.608,125.0,0.548864
2004733000,48.448,125.0,0.387584
2004734000,25.184,125.0,0.201472
2004735000,43.967999999999996,125.0,0.35174399999999995
2004736000,29.471999999999998,125.0,0.23577599999999999
2004737000,39.968,125.0,0.31974400000000003
2004738000,18.304000000000002,125.0,0.146432
2004739000,41.856,125.0,0.33484800000000003
2004740000,52.224000000000004,125.0,0.41779200000000005
2004741000,70.72,125.0,0.56576
2004742000,68.16,125.0,0.54528
2004743000,51.488,125.0,0.411904
2004744000,57.02400000000001,125.0,0.45619200000000004
2004745000,46.336,125.0,0.37068799999999996
2004746000,54.239999999999995,125.0,0.43392
2004747000,37.216,125.0,0.297728
2004748000,44.06399999999999,125.0,0.35251199999999994
2004749000,22.24,125.0,0.17792
2004750000,20.224,125.0,0.161792
2004751000,29.28,125.0,0.23424
2004752000,6.016,125.0,0.048128
2004753000,11.264,125.0,0.090112
2004754000,10.591999999999999,125.0,0.08473599999999999
2004755000,0.0,125.0,0.0
2004756000,27.360000000000003,125.0,0.21888000000000002
2004757000,0.576,125.0,0.004607999999999999
2004758000,14.88,125.0,0.11904
2004759000,26.880000000000003,125.0,0.21504
2004760000,23.552000000000003,125.0,0.18841600000000003
2004761000,35.552,125.0,0.284416
2004762000,21.279999999999998,125.0,0.17023999999999997
2004763000,14.976000000000003,125.0,0.11980800000000003
2004764000,19.936000000000003,125.0,0.15948800000000002
2004765000,1.92,125.0,0.015359999999999999
2004766000,6.4,125.0,0.0512
2004767000,8.384,125.0,0.067072
2004768000,26.976000000000003,125.0,0.21580800000000003
2004769000,0.576,125.0,0.004607999999999999
2004770000,2.4,125.0,0.0192
2004771000,14.4,125.0,0.1152
2004772000,8.96,125.0,0.07168000000000001
2004773000,22.880000000000003,125.0,0.18304
2004774000,6.4,125.0,0.0512
2004775000,18.688000000000002,125.0,0.14950400000000003
2004776000,53.760000000000005,125.0,0.43008
2004777000,25.92,125.0,0.20736000000000002
2004778000,23.104,125.0,0.184832
2004779000,1.92,125.0,0.015359999999999999
2004780000,2.4,125.0,0.0192
2004781000,0.0,125.0,0.0
2004782000,16.768,125.0,0.134144
2004783000,35.456,125.0,0.283648
2004784000,13.344000000000001,125.0,0.10675200000000001
2004785000,12.512,125.0,0.100096
2004786000,4.96,125.0,0.03968
2004787000,27.36,125.0,0.21888
2004788000,17.824,125.0,0.14259200000000002
2004789000,18.976,125.0,0.151808
2004790000,27.936000000000003,125.0,0.22348800000000002
2004791000,23.936,125.0,0.191488
2004792000,7.168,125.0,0.057344
2004793000,18.688000000000002,125.0,0.14950400000000003
2004794000,40.608,125.0,0.324864
2004795000,52.032000000000004,125.0,0.416256
2004796000,29.28,125.0,0.23424
2004797000,30.528000000000002,125.0,0.24422400000000002
2004798000,11.935999999999998,125.0,0.09548799999999999
2004799000,23.168,125.0,0.18534399999999998
2004800000,6.688,125.0,0.053503999999999996
2004801000,0.96,125.0,0.007679999999999999
2004802000,5.44,125.0,0.04352
2004803000,26.208000000000002,125.0,0.20966400000000002
2004804000,18.400000000000002,125.0,0.14720000000000003
2004805000,18.208000000000002,125.0,0.14566400000000002
2004806000,10.112,125.0,0.080896
2004807000,18.304000000000002,125.0,0.146432
2004808000,31.072,125.0,0.248576
2004809000,27.168000000000003,125.0,0.217344
2004810000,28.992,125.0,0.231936
2004811000,31.072000000000003,125.0,0.24857600000000002
2004812000,32.608000000000004,125.0,0.26086400000000004
2004813000,33.472,125.0,0.267776
2004814000,27.840000000000003,125.0,0.22272000000000003
2004815000,41.76,125.0,0.33408
2004816000,27.648000000000003,125.0,0.22118400000000002
2004817000,29.664,125.0,0.23731200000000002
2004818000,27.552000000000003,125.0,0.22041600000000003
2004819000,8.32,125.0,0.06656000000000001
2004820000,17.728,125.0,0.141824
2004821000,25.088,125.0,0.20070400000000002
2004822000,4.48,125.0,0.035840000000000004
2004823000,3.36,125.0,0.026879999999999998
2004824000,0.48,125.0,0.0038399999999999997
2004825000,0.48,125.0,0.0038399999999999997
2004826000,21.823999999999998,125.0,0.174592
2004827000,25.152,125.0,0.201216
2004828000,35.072,125.0,0.28057600000000005
2004829000,36.224000000000004,125.0,0.28979200000000005
2004830000,27.36,125.0,0.21888
2004831000,32.608000000000004,125.0,0.26086400000000004
2004832000,36.992,125.0,0.295936
2004833000,27.840000000000003,125.0,0.22272000000000003
2004834000,23.168000000000003,125.0,0.185344
2004835000,41.6,125.0,0.3328
2004836000,15.072,125.0,0.12057599999999999
2004837000,12.32,125.0,0.09856000000000001
2004838000,5.92,125.0,0.04736
2004839000,14.88,125.0,0.11904
2004840000,17.248,125.0,0.137984
2004841000,19.36,125.0,0.15488
2004842000,9.440000000000001,125.0,0.07552
2004843000,1.92,125.0,0.015359999999999999
2004844000,9.344000000000001,125.0,0.07475200000000001
2004845000,14.016000000000002,125.0,0.11212800000000002
2004846000,22.400000000000002,125.0,0.17920000000000003
2004847000,32.032000000000004,125.0,0.25625600000000004
2004848000,44.992000000000004,125.0,0.35993600000000003
2004849000,26.592000000000002,125.0,0.212736
2004850000,27.552000000000003,125.0,0.22041600000000003
2004851000,28.032000000000004,125.0,0.22425600000000004
2004852000,31.072000000000003,125.0,0.24857600000000002
2004853000,36.895999999999994,125.0,0.29516799999999993
2004854000,51.26400000000001,125.0,0.4101120000000001
2004855000,49.024,125.0,0.392192
2004856000,58.24000000000001,125.0,0.46592000000000006
2004857000,58.720000000000006,125.0,0.46976000000000007
2004858000,40.064,125.0,0.320512
2004859000,36.896,125.0,0.295168
2004860000,53.664,125.0,0.429312
2004861000,62.91199999999999,125.0,0.503296
2004862000,48.256,125.0,0.386048
2004863000,29.76,125.0,0.23808
2004864000,53.760000000000005,125.0,0.43008
2004865000,41.504000000000005,125.0,0.33203200000000005
2004866000,12.032,125.0,0.096256
2004867000,20.896,125.0,0.167168
2004868000,18.208000000000002,125.0,0.14566400000000002
2004869000,6.688000000000001,125.0,0.053504
2004870000,13.920000000000002,125.0,0.11136000000000001
2004871000,0.96,125.0,0.007679999999999999
2004872000,1.92,125.0,0.015359999999999999
2004873000,29.632,125.0,0.23705600000000002
2004874000,27.456000000000003,125.0,0.21964800000000004
2004875000,0.48,125.0,0.0038399999999999997
2004876000,8.8,125.0,0.0704
2004877000,21.248,125.0,0.169984
2004878000,1.248,125.0,0.009984
2004879000,0.96,125.0,0.007679999999999999
2004880000,18.496,125.0,0.147968
2004881000,25.728,125.0,0.205824
2004882000,10.591999999999999,125.0,0.08473599999999999
2004883000,10.111999999999998,125.0,0.08089599999999998
2004884000,9.824,125.0,0.078592
2004885000,23.840000000000003,125.0,0.19072000000000003
2004886000,25.152,125.0,0.201216
2004887000,36.032000000000004,125.0,0.288256
2004888000,21.951999999999998,125.0,0.175616
2004889000,27.648000000000003,125.0,0.22118400000000002
2004890000,63.68,125.0,0.50944
2004891000,32.416000000000004,125.0,0.25932800000000006
2004892000,43.36,125.0,0.34688
2004893000,16.448,125.0,0.131584
2004894000,11.36,125.0,0.09087999999999999
2004895000,2.88,125.0,0.023039999999999998
2004896000,26.112000000000002,125.0,0.20889600000000003
2004897000,25.152,125.0,0.201216
2004898000,17.248,125.0,0.137984
2004899000,40.608000000000004,125.0,0.32486400000000004
2004900000,31.072000000000003,125.0,0.24857600000000002
2004901000,40.896,125.0,0.327168
2004902000,40.544,125.0,0.324352
2004903000,23.168000000000003,125.0,0.185344
2004904000,37.664,125.0,0.301312
2004905000,27.648000000000003,125.0,0.22118400000000002
2004906000,27.840000000000003,125.0,0.22272000000000003
2004907000,32.032000000000004,125.0,0.25625600000000004
2004908000,48.89600000000001,125.0,0.39116800000000007
2004909000,30.336000000000002,125.0,0.24268800000000001
2004910000,22.144,125.0,0.17715199999999998
2004911000,19.648000000000003,125.0,0.15718400000000002
2004912000,28.128,125.0,0.225024
2004913000,25.632,125.0,0.20505600000000002
2004914000,36.608000000000004,125.0,0.292864
2004915000,38.976,125.0,0.311808
2004916000,46.048,125.0,0.368384
2004917000,34.528000000000006,125.0,0.276224
2004918000,32.512,125.0,0.260096
2004919000,36.608000000000004,125.0,0.292864
2004920000,37.664,125.0,0.301312
2004921000,12.8,125.0,0.1024
2004922000,2.88,125.0,0.023039999999999998
2004923000,1.92,125.0,0.015359999999999999
2004924000,8.384,125.0,0.067072
2004925000,25.728,125.0,0.205824
2004926000,35.84,125.0,0.28672000000000003
2004927000,27.072,125.0,0.216576
2004928000,46.624,125.0,0.37299200000000005
2004929000,26.112000000000002,125.0,0.20889600000000003
2004930000,38.528,125.0,0.308224
2004931000,31.072000000000003,125.0,0.24857600000000002
2004932000,39.936,125.0,0.319488
2004933000,49.279999999999994,125.0,0.39424
2004934000,54.432,125.0,0.435456
2004935000,37.216,125.0,0.297728
2004936000,28.512000000000004,125.0,0.22809600000000002
2004937000,19.776,125.0,0.158208
2004938000,1.44,125.0,0.011519999999999999
2004939000,3.36,125.0,0.026879999999999998
2004940000,0.0,125.0,0.0
2004941000,8.384,125.0,0.067072
2004942000,30.208000000000002,125.0,0.24166400000000002
2004943000,9.536,125.0,0.076288
2004944000,19.168000000000003,125.0,0.15334400000000004
2004945000,20.128,125.0,0.161024
2004946000,4.960000000000001,125.0,0.03968000000000001
2004947000,28.608000000000004,125.0,0.22886400000000004
2004948000,27.168,125.0,0.21734399999999998
2004949000,2.016,125.0,0.016128
2004950000,6.88,125.0,0.05504
2004951000,9.920000000000002,125.0,0.07936000000000001
2004952000,9.44,125.0,0.07551999999999999
