time_ns,max_queue_bytes,max_total_buffer_bytes
2002688000,72,72
2002697000,144,144
2002699000,96,96
2002706000,1192,1192
2002708000,2192,2192
2002709000,2096,2096
2002710000,2096,2096
2002711000,2096,2096
2002712000,1480,2672
2002721000,1048,1048
2002722000,2168,2312
2002723000,2096,2096
2002735000,96,96
2002744000,144,144
2002750000,72,72
2002756000,1120,1120
2002762000,72,72
2002763000,1144,1144
2002766000,72,72
2002770000,3672,3672
2002771000,2192,2192
2002772000,2096,2096
2002773000,1048,1048
2002774000,1048,1048
2002779000,560,632
2002787000,1048,1048
2002788000,3288,3288
2002789000,1336,1896
2002790000,1048,1048
2002791000,4264,4264
2002792000,7408,7408
2002793000,9432,9432
2002794000,9864,9864
2002795000,9864,9864
2002796000,9248,9344
2002797000,5672,5672
2002798000,2528,2528
2002800000,240,240
2002803000,1048,1048
2002804000,4192,4192
2002805000,7480,7480
2002806000,10624,10624
2002807000,12104,12104
2002808000,11960,13104
2002809000,11960,12056
2002810000,10856,10856
2002811000,8328,8328
2002812000,7376,8520
2002813000,4232,4232
2002814000,1144,1144
2002819000,72,72
2002820000,1048,1048
2002821000,2096,2096
2002822000,2096,2096
2002823000,2096,2096
2002824000,72,72
2002825000,72,72
2002826000,72,72
2002829000,72,72
2002832000,72,72
2002833000,704,704
2002834000,1048,1048
2002836000,1048,1048
2002837000,1048,1048
2002838000,1048,1144
2002844000,240,240
2002851000,1048,1120
2002852000,1264,1696
2002862000,1048,1048
2002866000,144,144
2002867000,144,216
2002868000,96,96
2002872000,144,144
2002873000,144,144
2002875000,96,96
2002876000,72,72
2002877000,96,96
2002878000,1752,1752
2002879000,72,72
2002881000,96,96
2002882000,1048,1048
2002884000,72,72
2002886000,72,72
2002898000,1048,1048
2002899000,2096,2096
2002900000,3144,3144
2002901000,3144,4192
2002902000,4192,4336
2002903000,5672,5672
2002904000,3576,3576
2002905000,3704,3776
2002906000,3576,3576
2002907000,432,432
2002908000,72,72
2002910000,2264,2264
2002920000,72,72
2002921000,1048,1048
2002923000,1048,1048
2002924000,1048,1048
2002929000,1048,1048
2002936000,240,240
2002938000,3240,3240
2002939000,5384,5384
2002940000,6432,6432
2002941000,5720,5720
2002942000,3136,3136
2002947000,240,240
2002951000,1608,1608
2002952000,4192,4192
2002953000,6624,6624
2002954000,3768,3768
2002955000,1432,1432
2002956000,96,96
2002958000,144,144
2002963000,144,144
2002977000,72,72
2002982000,1048,1048
2002983000,2432,2432
2002984000,2896,2896
2002985000,144,312
2002986000,72,72
2002989000,96,96
2002993000,144,144
2002998000,1048,1048
2003002000,6288,6288
2003003000,14376,14376
2003004000,21712,21712
2003005000,30096,30096
2003006000,40480,40480
2003007000,48208,48208
2003008000,57640,58688
2003009000,66024,66024
2003010000,75456,75456
2003011000,82792,82792
2003012000,89080,89080
2003013000,96976,96976
2003014000,103504,104064
2003015000,111984,111984
2003016000,118832,118832
2003017000,127216,127216
2003018000,133504,134064
2003019000,141888,141888
2003020000,151392,151392
2003021000,159776,159776
2003022000,170256,170256
2003023000,177592,177592
2003024000,186048,186048
2003025000,191872,192040
2003026000,195672,195672
2003027000,198328,198328
2003028000,201544,202592
2003029000,203176,205416
2003030000,203176,203176
2003031000,201080,201080
2003032000,199544,199544
2003033000,199152,200296
2003034000,196008,197200
2003035000,192864,192864
2003036000,190768,190768
2003037000,188744,188744
2003038000,185600,185672
2003039000,182456,182456
2003040000,179312,179312
2003041000,176168,176168
2003042000,173024,173024
2003043000,169320,169392
2003044000,166176,166176
2003045000,163032,163032
2003046000,162056,162056
2003047000,158672,158672
2003048000,155528,155528
2003049000,152384,152384
2003050000,149144,149144
2003051000,146000,146000
2003052000,142856,142856
2003053000,139712,139712
2003054000,139248,139248
2003055000,138296,138296
2003056000,135152,135152
2003057000,132008,132008
2003058000,128864,128864
2003059000,125720,125720
2003060000,122576,122576
2003061000,119432,119432
2003062000,116288,116288
2003063000,113704,113704
2003064000,110560,110560
2003065000,107416,107416
2003066000,104272,105392
2003067000,101056,101056
2003068000,97912,98960
2003069000,94768,100200
2003070000,91624,95912
2003071000,89528,93720
2003072000,86384,91008
2003073000,83240,84720
2003074000,80096,81144
2003075000,79048,79048
2003076000,78096,79144
2003077000,77048,79288
2003078000,76072,77192
2003079000,75024,75024
2003080000,72928,72928
2003081000,70584,70584
2003082000,68000,68000
2003083000,65344,66464
2003084000,63248,63248
2003085000,60104,60104
2003086000,57496,57832
2003087000,55472,55472
2003088000,52792,53840
2003089000,49576,51768
2003090000,46432,46672
2003091000,43776,43776
2003092000,41192,41192
2003093000,37976,37976
2003094000,34832,34904
2003095000,31664,31664
2003096000,28520,28520
2003097000,26912,26912
2003098000,26256,26256
2003099000,24160,24472
2003100000,21872,22920
2003101000,18728,19776
2003102000,15488,16536
2003103000,13880,13880
2003104000,10736,11784
2003105000,7696,8984
2003106000,7552,7552
2003107000,5456,5456
2003108000,3360,3360
2003109000,216,216
2003126000,144,144
2003130000,72,72
2003131000,1848,1848
2003137000,1360,1360
2003140000,144,144
2003148000,72,144
2003155000,96,96
2003165000,560,656
2003173000,144,144
2003178000,72,72
2003182000,560,560
2003184000,1120,1120
2003185000,2336,2336
2003186000,2096,2096
2003187000,2336,2336
2003190000,1608,1608
2003191000,1048,1048
2003192000,1288,1360
2003193000,1048,1048
2003195000,144,144
2003197000,96,96
2003199000,1752,1752
2003200000,2096,2096
2003201000,2096,2096
2003202000,1288,2432
2003204000,144,144
2003205000,1288,1288
2003210000,96,96
2003215000,1048,1048
2003216000,1120,1120
2003217000,1048,1048
2003218000,2336,3064
2003225000,1048,1048
2003226000,1048,1048
2003229000,144,144
2003233000,3144,3144
2003234000,4576,4576
2003235000,2896,3040
2003242000,240,240
2003252000,2192,2192
2003253000,3216,3216
2003254000,4288,4288
2003255000,4432,4432
2003256000,2240,3288
2003257000,1144,1144
2003261000,96,96
2003264000,96,168
2003266000,2168,2168
2003267000,5240,5240
2003268000,8384,8384
2003269000,9768,9768
2003270000,8792,10888
2003271000,8864,11200
2003272000,6864,10392
2003273000,3648,3744
2003274000,1480,1480
2003276000,72,72
2003278000,1048,1048
2003279000,4192,4192
2003280000,8384,10088
2003281000,13624,13624
2003282000,17960,17960
2003283000,21968,21968
2003284000,19944,19944
2003285000,16800,16800
2003286000,13656,14704
2003287000,10928,11168
2003288000,7784,8344
2003289000,4640,4640
2003290000,2240,2240
2003291000,2192,2192
2003292000,2336,2408
2003297000,96,96
2003300000,96,168
2003303000,144,216
2003305000,2336,2336
2003310000,240,240
2003311000,72,72
2003312000,72,72
2003329000,72,72
2003335000,2192,2752
2003336000,2096,2240
2003337000,2336,2336
2003340000,144,144
2003353000,144,144
2003357000,432,432
2003363000,1704,1704
2003364000,2096,2096
2003365000,1288,1288
2003367000,1120,1120
2003368000,1048,1048
2003369000,2096,2096
2003370000,3144,3144
2003371000,6288,6384
2003372000,8624,8624
2003373000,6960,6960
2003374000,4376,4520
2003375000,992,992
2003380000,312,312
2003388000,72,72
2003389000,240,240
2003390000,96,96
2003391000,72,72
2003394000,2192,2192
2003395000,2168,2168
2003396000,72,72
2003397000,1048,1048
2003400000,2192,2192
2003401000,1192,1192
2003402000,2096,2096
2003403000,1048,1048
2003405000,96,96
2003407000,1048,1048
2003409000,1048,1048
2003410000,2624,2624
2003412000,96,168
2003413000,96,96
2003420000,72,72
2003421000,72,72
2003422000,72,72
2003424000,2096,2096
2003425000,4192,4192
2003426000,4624,4624
2003427000,4624,4624
2003428000,5480,5480
2003429000,4192,4192
2003430000,3144,3144
2003431000,1288,2336
2003432000,1048,1048
2003433000,1048,1048
2003437000,1288,1288
2003440000,240,384
2003443000,1048,1048
2003444000,560,632
2003445000,96,96
2003458000,1048,1048
2003459000,1048,1144
2003460000,1048,1048
2003461000,1048,1048
2003462000,1576,2624
2003463000,1048,1048
2003468000,240,240
2003470000,560,560
2003471000,1120,2168
2003472000,144,144
2003474000,1480,1480
2003475000,1216,1216
2003479000,2752,2752
2003480000,3240,3312
2003481000,3144,3216
2003482000,3144,3144
2003483000,4208,4304
2003484000,992,992
2003487000,72,72
2003490000,1608,1608
2003491000,96,96
2003492000,1048,1048
2003493000,2096,2096
2003494000,3704,3704
2003495000,5240,5240
2003496000,6040,7088
2003497000,8232,9280
2003498000,8720,8720
2003499000,6888,6888
2003500000,3648,3648
2003501000,3312,3312
2003502000,5800,5896
2003503000,14184,14184
2003504000,20960,20960
2003505000,29344,29344
2003506000,35632,35632
2003507000,44016,44016
2003508000,50304,50304
2003509000,57640,57640
2003510000,62880,62880
2003511000,69728,69728
2003512000,78112,78112
2003513000,83352,83352
2003514000,91880,91880
2003515000,100408,100480
2003516000,108792,108792
2003517000,116128,116128
2003518000,123464,123464
2003519000,130800,132896
2003520000,137088,140232
2003521000,142328,146832
2003522000,147568,152000
2003523000,152808,155952
2003524000,157000,160216
2003525000,163288,163288
2003526000,168528,168528
2003527000,172720,172720
2003528000,176448,176448
2003529000,179592,179592
2003530000,182880,182880
2003531000,183000,183000
2003532000,180904,180904
2003533000,180344,180344
2003534000,181488,181488
2003535000,182680,182680
2003536000,180584,180584
2003537000,180584,180584
2003538000,179608,179776
2003539000,178096,178096
2003540000,174952,174952
2003541000,171808,171808
2003542000,170616,170616
2003543000,170616,170616
2003544000,170616,171664
2003545000,168272,170440
2003546000,168128,168128
2003547000,169176,169176
2003548000,169512,169512
2003549000,167416,167416
2003550000,165320,165464
2003551000,165320,165320
2003552000,165320,165320
2003553000,163464,163464
2003554000,160320,160320
2003555000,157176,157176
2003556000,154032,155712
2003557000,150888,150888
2003558000,147744,147744
2003559000,145648,145648
2003560000,142504,142504
2003561000,140408,140408
2003562000,138408,138408
2003563000,135824,135824
2003564000,132680,132680
2003565000,131632,131632
2003566000,129536,129968
2003567000,127584,127584
2003568000,124440,124440
2003569000,121296,121368
2003570000,118152,118224
2003571000,115008,115008
2003572000,111864,111864
2003573000,108720,108720
2003574000,106696,106696
2003575000,103552,103552
2003576000,101456,101456
2003577000,98312,98312
2003578000,95168,95168
2003579000,93144,93144
2003580000,91120,91120
2003581000,90168,90168
2003582000,87024,87024
2003583000,83880,83880
2003584000,81200,81200
2003585000,78056,78056
2003586000,77104,77104
2003587000,73960,73960
2003588000,71864,71864
2003589000,71864,71960
2003590000,69184,69256
2003591000,65456,65456
2003592000,62312,62312
2003593000,59072,59144
2003594000,55928,56024
2003595000,53688,53688
2003596000,50544,50544
2003597000,46744,46744
2003598000,44648,44648
2003599000,42624,42696
2003600000,40848,40848
2003601000,37704,37704
2003602000,34560,34560
2003603000,31320,31320
2003604000,27936,28008
2003605000,24792,24792
2003606000,21648,21648
2003607000,18656,18656
2003608000,15512,15512
2003609000,12152,12248
2003610000,8864,8864
2003611000,6672,6672
2003612000,3432,3432
2003613000,72,72
2003617000,96,96
2003620000,144,144
2003625000,2096,2096
2003626000,5480,5480
2003627000,8864,8864
2003628000,6744,6744
2003629000,4160,4160
2003630000,2872,2872
2003631000,96,96
2003640000,96,96
2003641000,1120,1120
2003644000,96,96
2003645000,240,240
2003646000,72,72
2003647000,72,72
2003649000,96,96
2003653000,96,96
2003654000,72,72
2003656000,560,560
2003657000,240,336
2003659000,3240,3240
2003660000,6528,6528
2003661000,3432,3432
2003662000,288,384
2003666000,240,240
2003668000,96,96
2003673000,72,72
2003674000,144,144
2003675000,144,144
2003679000,72,72
2003687000,72,72
2003693000,144,240
2003700000,1048,1048
2003701000,1048,1144
2003702000,1048,1048
2003703000,2336,2336
2003706000,1144,1144
2003709000,96,96
2003715000,72,72
2003718000,72,72
2003724000,3288,3288
2003725000,1336,1336
2003735000,656,656
2003739000,168,168
2003741000,1048,1048
2003747000,3288,3288
2003748000,1192,1264
2003750000,3240,3240
2003751000,3432,4088
2003752000,632,632
2003755000,1384,1384
2003756000,72,72
2003757000,2096,2096
2003758000,4192,4192
2003759000,7336,7336
2003760000,6768,6768
2003761000,3624,3624
2003762000,1360,1432
2003764000,72,72
2003765000,96,96
2003775000,96,96
2003776000,72,72
2003786000,144,144
2003790000,144,144
2003791000,2192,2192
2003792000,6384,6384
2003793000,7992,7992
2003794000,7520,7520
2003795000,3720,3720
2003796000,1192,1192
2003797000,3144,3144
2003798000,3432,3432
2003799000,144,144
2003805000,144,240
2003809000,560,560
2003810000,1048,1048
2003812000,1144,1384
2003814000,192,192
2003819000,1048,1048
2003820000,4360,4360
2003821000,2624,2624
2003830000,72,72
2003831000,96,96
2003834000,96,96
2003835000,1048,1048
2003836000,3288,3288
2003837000,2656,2656
2003838000,848,848
2003841000,240,240
2003843000,1048,1048
2003844000,1048,1048
2003846000,1048,1048
2003850000,72,72
2003851000,1048,1048
2003852000,2480,2480
2003853000,144,144
2003854000,144,144
2003861000,728,728
2003868000,96,96
2003871000,1048,1144
2003872000,2192,2192
2003873000,4288,5336
2003874000,4432,4432
2003875000,4336,5384
2003876000,1432,1432
2003878000,240,240
2003883000,144,144
2003887000,1048,1048
2003888000,144,288
2003889000,144,144
2003895000,96,96
2003896000,1216,1216
2003906000,72,72
2003907000,656,656
2003908000,1048,1048
2003909000,3144,3144
2003910000,4896,7088
2003911000,5944,9304
2003912000,5672,7768
2003913000,2528,3576
2003914000,1384,2432
2003924000,72,144
2003925000,1288,1288
2003931000,96,96
2003948000,560,560
2003949000,2096,2096
2003950000,4192,4264
2003951000,4768,4768
2003952000,4792,4792
2003953000,2264,2264
2003956000,72,72
2003959000,96,168
2003965000,96,96
2003970000,96,96
2003972000,432,432
2003978000,96,168
2003982000,1048,1048
2003996000,1144,1144
2004000000,72,72
2004002000,6288,6288
2004003000,16376,16376
2004004000,25808,25808
2004005000,34192,34752
2004006000,41528,43624
2004007000,49352,53544
2004008000,54664,57360
2004009000,59808,60856
2004010000,67144,67240
2004011000,73672,73672
2004012000,82056,82056
2004013000,90440,90440
2004014000,98824,98824
2004015000,109304,109304
2004016000,118736,118736
2004017000,128168,128168
2004018000,137672,137672
2004019000,147104,147104
2004020000,156536,156536
2004021000,163872,163872
2004022000,173304,173304
2004023000,181688,181688
2004024000,190096,190096
2004025000,200672,200672
2004026000,204864,204864
2004027000,205448,205448
2004028000,206032,206032
2004029000,206032,206032
2004030000,207664,207664
2004031000,207904,207904
2004032000,204760,204832
2004033000,201616,202664
2004034000,198232,200424
2004035000,195088,197184
2004036000,192992,195088
2004037000,189848,194472
2004038000,186704,190424
2004039000,183560,183704
2004040000,180416,183560
2004041000,177272,181608
2004042000,174128,178880
2004043000,170984,174688
2004044000,168400,170440
2004045000,165256,165400
2004046000,163160,163160
2004047000,160016,160016
2004048000,156872,156968
2004049000,153728,153728
2004050000,150584,151632
2004051000,148000,148000
2004052000,144856,144856
2004053000,141712,141712
2004054000,139616,139616
2004055000,136472,136472
2004056000,133328,133328
2004057000,130184,130184
2004058000,129136,129136
2004059000,128232,128232
2004060000,125088,125160
2004061000,122992,123064
2004062000,122040,122040
2004063000,124136,124136
2004064000,125328,125328
2004065000,124840,124840
2004066000,124912,124912
2004067000,124912,124912
2004068000,124296,124440
2004069000,123248,123248
2004070000,124440,124440
2004071000,122344,122344
2004072000,121296,121296
2004073000,119200,121048
2004074000,118152,118152
2004075000,115248,116608
2004076000,113712,113808
2004077000,110568,110568
2004078000,107424,107424
2004079000,107424,107424
2004080000,105472,105472
2004081000,102328,102328
2004082000,101280,101280
2004083000,102328,102328
2004084000,105472,105472
2004085000,107808,107904
2004086000,106176,106176
2004087000,106176,106176
2004088000,105128,105128
2004089000,107320,107320
2004090000,108432,108432
2004091000,104728,104728
2004092000,102144,102144
2004093000,99464,99464
2004094000,96320,96320
2004095000,92592,92592
2004096000,89448,89448
2004097000,86768,86912
2004098000,83624,83624
2004099000,80168,80168
2004100000,77024,77024
2004101000,74688,74688
2004102000,71544,72592
2004103000,68328,68568
2004104000,65112,65208
2004105000,61336,61336
2004106000,58192,58192
2004107000,56024,56024
2004108000,52880,52976
2004109000,49304,49304
2004110000,46720,46720
2004111000,43432,44552
2004112000,41336,41576
2004113000,37392,37392
2004114000,35296,35296
2004115000,32008,32008
2004116000,30960,30960
2004117000,29912,29912
2004118000,29912,29912
2004119000,28056,28056
2004120000,25792,25792
2004121000,24816,24816
2004122000,22792,22792
2004123000,19648,19648
2004124000,16408,16408
2004125000,15928,15928
2004126000,13688,13688
2004127000,12248,12248
2004128000,9104,9104
2004129000,6064,6064
2004130000,2848,2848
2004133000,1288,1288
2004134000,1048,1048
2004145000,144,144
2004146000,632,632
2004151000,312,312
2004157000,240,240
2004158000,240,240
2004163000,72,72
2004165000,1048,1048
2004166000,6288,6288
2004167000,7864,7864
2004168000,4720,4816
2004169000,3600,3600
2004170000,72,72
2004172000,144,144
2004173000,96,168
2004177000,1144,1144
2004187000,96,96
2004188000,560,560
2004190000,3144,3216
2004191000,5944,5944
2004192000,4768,4768
2004193000,2528,3816
2004195000,1048,1048
2004196000,2192,2336
2004197000,144,216
2004200000,72,72
2004206000,1144,1144
2004211000,72,144
2004214000,240,240
2004219000,72,72
2004222000,560,560
2004223000,72,72
2004225000,96,96
2004227000,1048,1048
2004228000,1480,1480
2004229000,3240,3240
2004230000,3144,3144
2004231000,432,432
2004242000,96,96
2004249000,72,72
2004250000,1048,1048
2004251000,3144,3144
2004252000,6528,6528
2004253000,7648,7720
2004254000,5984,5984
2004255000,3720,3720
2004256000,2240,2336
2004258000,2240,2384
2004259000,144,144
2004265000,1048,1048
2004267000,432,432
2004268000,2432,2432
2004271000,1048,1048
2004272000,1048,1048
2004273000,240,240
2004280000,240,336
2004282000,560,560
2004286000,144,144
2004292000,1048,1048
2004293000,1048,1048
2004294000,1048,1048
2004302000,72,72
2004304000,2192,2192
2004305000,2096,2096
2004306000,2096,2096
2004307000,3216,3216
2004308000,3144,4336
2004309000,1608,3088
2004310000,2096,2096
2004311000,2096,2096
2004312000,72,72
2004329000,72,72
2004331000,96,96
2004337000,2168,2168
2004338000,4752,4752
2004339000,4040,4040
2004340000,2240,3288
2004341000,1048,1192
2004345000,144,144
2004350000,240,240
2004352000,2336,2336
2004359000,1048,1752
2004360000,2192,3240
2004361000,2896,3944
2004362000,2096,2096
2004365000,1048,1120
2004366000,1048,1048
2004371000,144,144
2004373000,1048,1048
2004378000,72,72
2004381000,72,72
2004382000,1192,1432
2004383000,1048,1048
2004384000,72,72
2004387000,72,72
2004396000,144,144
2004402000,432,504
2004405000,2336,2336
2004407000,560,560
2004408000,1048,1048
2004409000,1048,1048
2004412000,1048,1048
2004413000,1048,1048
2004414000,3240,3240
2004415000,2192,4288
2004416000,2336,3456
2004417000,2136,2136
2004424000,96,96
2004425000,72,72
2004427000,72,72
2004430000,240,240
2004431000,96,96
2004433000,96,96
2004438000,1048,1048
2004439000,2192,2192
2004440000,2336,2336
2004442000,72,72
2004443000,1048,1048
2004444000,144,144
2004451000,1120,1120
2004457000,632,728
2004462000,2096,2096
2004463000,4336,4336
2004464000,1288,1360
2004468000,1144,1144
2004471000,96,96
2004472000,96,96
2004482000,2240,2240
2004483000,6288,7336
2004484000,12576,12576
2004485000,19424,19424
2004486000,24736,24736
2004487000,31456,31456
2004488000,35272,35272
2004489000,37464,37464
2004490000,37704,37704
2004491000,35480,36040
2004492000,32896,33944
2004493000,30312,31360
2004494000,28144,29192
2004495000,25000,26144
2004496000,21856,22904
2004497000,18712,18712
2004498000,16184,17232
2004499000,12608,17376
2004500000,10272,14608
2004501000,7032,12272
2004502000,5336,13416
2004503000,11040,16448
2004504000,15232,19424
2004505000,18864,24104
2004506000,22104,28920
2004507000,27344,33208
2004508000,31536,38624
2004509000,36776,42232
2004510000,42088,49424
2004511000,47328,53200
2004512000,52568,57808
2004513000,58952,63144
2004514000,65800,71040
2004515000,71040,77144
2004516000,78376,81336
2004517000,84664,86216
2004518000,90952,92000
2004519000,96192,97240
2004520000,101432,103624
2004521000,105624,108768
2004522000,111840,114176
2004523000,118128,120224
2004524000,125560,125560
2004525000,130872,130872
2004526000,137792,137792
2004527000,145128,145128
2004528000,150368,151512
2004529000,157704,157704
2004530000,162384,163504
2004531000,168672,169816
2004532000,171816,172936
2004533000,175448,175448
2004534000,176032,177080
2004535000,178200,179248
2004536000,179152,180200
2004537000,181248,181248
2004538000,179344,180464
2004539000,176200,176760
2004540000,173056,174104
2004541000,169912,171032
2004542000,169984,169984
2004543000,169984,169984
2004544000,169984,169984
2004545000,172736,172736
2004546000,171688,171688
2004547000,171688,171928
2004548000,170656,170656
2004549000,168072,168072
2004550000,164928,164928
2004551000,163880,163880
2004552000,165000,165000
2004553000,162560,162632
2004554000,159416,159416
2004555000,156272,156272
2004556000,154248,154248
2004557000,151664,151664
2004558000,148520,148592
2004559000,146424,146424
2004560000,145376,145376
2004561000,143424,143424
2004562000,140280,140280
2004563000,137136,137136
2004564000,133896,133896
2004565000,130752,130752
2004566000,127608,127608
2004567000,124392,124392
2004568000,121736,122856
2004569000,119152,120488
2004570000,115936,115936
2004571000,113352,113352
2004572000,110208,110208
2004573000,107064,107064
2004574000,103920,104064
2004575000,101824,101824
2004576000,101920,102480
2004577000,104088,104088
2004578000,104088,104160
2004579000,104088,104088
2004580000,106184,106184
2004581000,104184,104184
2004582000,102984,102984
2004583000,99840,99840
2004584000,96696,96696
2004585000,93552,93552
2004586000,90408,90408
2004587000,87824,87920
2004588000,84680,84680
2004589000,81536,81536
2004590000,79440,79512
2004591000,76296,76296
2004592000,73616,73616
2004593000,71544,71544
2004594000,70496,70736
2004595000,71272,71272
2004596000,69104,69104
2004597000,65840,65840
2004598000,64816,64816
2004599000,61672,61672
2004600000,58528,61672
2004601000,55776,60112
2004602000,52632,54968
2004603000,49488,49488
2004604000,45768,45768
2004605000,45696,45696
2004606000,42896,42896
2004607000,42968,42968
2004608000,42360,45504
2004609000,39704,43280
2004610000,37680,40424
2004611000,35512,35512
2004612000,32368,32368
2004613000,29224,29368
2004614000,26080,26080
2004615000,22840,22840
2004616000,21432,21432
2004617000,20288,20288
2004618000,17656,17656
2004619000,15416,16752
2004620000,13296,13296
2004621000,11616,11616
2004622000,8376,8376
2004623000,5064,5064
2004624000,3456,3456
2004625000,72,144
2004632000,72,72
2004639000,144,144
2004643000,96,168
2004646000,2752,2752
2004647000,2096,2096
2004648000,2096,2096
2004651000,96,96
2004661000,96,96
2004662000,1048,1048
2004663000,3288,4336
2004664000,5528,6576
2004665000,2944,2944
2004667000,1120,1120
2004668000,72,72
2004674000,144,144
2004680000,1048,1048
2004681000,1048,1048
2004682000,1048,1048
2004683000,1048,1048
2004684000,432,432
2004686000,72,72
2004689000,1048,1048
2004690000,1048,1048
2004691000,1048,1048
2004692000,1048,1048
2004693000,3240,3240
2004694000,1480,1552
2004704000,1288,1288
2004707000,144,144
2004711000,72,72
2004712000,96,96
2004714000,240,240
2004718000,72,72
2004721000,96,96
2004727000,96,96
2004728000,1120,1120
2004731000,1048,1048
2004732000,3704,3944
2004733000,6112,6112
2004734000,7160,7160
2004735000,4744,4744
2004736000,2408,2480
2004737000,72,72
2004739000,2096,2096
2004740000,2192,2192
2004741000,1120,2168
2004742000,1048,1144
2004743000,1048,1048
2004744000,72,72
2004745000,2096,2168
2004746000,1192,1264
2004748000,1048,1048
2004751000,72,72
2004756000,72,72
2004759000,72,72
2004777000,96,96
2004787000,72,72
2004788000,96,96
2004789000,96,96
2004790000,1608,1608
2004791000,96,96
2004799000,96,96
2004805000,96,96
2004806000,72,72
2004812000,560,560
2004813000,1144,1144
2004814000,1216,1216
2004818000,240,240
2004820000,560,632
2004829000,1048,1048
2004833000,3576,3576
2004834000,2672,2672
2004844000,72,72
2004848000,1048,1048
2004849000,4192,4192
2004850000,7336,7336
2004851000,8624,8624
2004852000,8008,8008
2004853000,8888,8888
2004854000,9448,9448
2004855000,8208,8208
2004856000,5064,5064
2004857000,1288,1288
2004859000,4192,4192
2004860000,4768,4768
2004861000,1480,1480
2004863000,1048,1048
2004868000,96,96
2004877000,96,96
2004884000,72,72
2004885000,1048,1048
2004886000,2168,2168
2004887000,240,240
2004892000,1048,1216
2004898000,1048,1048
2004899000,560,560
2004901000,432,504
2004903000,1048,1048
2004904000,2096,2096
2004905000,2192,2192
2004906000,2096,2096
2004907000,3216,3216
2004908000,1480,1576
2004909000,1144,1144
2004912000,1048,1048
2004913000,2168,2168
2004914000,2096,2096
2004915000,2096,2096
2004916000,1048,1048
2004920000,240,240
2004924000,1120,1120
2004925000,2312,2312
2004927000,560,560
2004930000,1048,1048
2004931000,1048,1048
2004933000,1144,2192
2004934000,2040,2040
2004935000,2336,2336
2004936000,240,312
2004942000,1192,1192
2004947000,1144,1144
2004948000,72,72
2004961000,1048,1120
2004962000,1048,1048
2004963000,4192,4504
2004964000,7504,7504
2004965000,7936,7936
2004966000,7840,7912
2004967000,8328,8328
2004968000,8944,8944
2004969000,7280,7280
2004970000,3576,3576
2004971000,1480,1480
2004978000,96,96
2004979000,1120,1120
2004980000,144,144
2004982000,72,72
2004995000,1120,2168
2004996000,72,72
2005001000,144,144
2005002000,6288,6288
2005003000,14184,14184
2005004000,20472,20472
2005005000,27808,27808
2005006000,35144,35144
2005007000,41432,41992
2005008000,46112,48208
2005009000,53544,53688
2005010000,60880,60880
2005011000,69264,69264
2005012000,77648,77648
2005013000,86032,86032
2005014000,93368,93368
2005015000,101752,101752
2005016000,111184,111184
2005017000,118520,118520
2005018000,127952,127952
2005019000,133192,133192
2005020000,139552,139552
2005021000,144792,144792
2005022000,148496,149544
2005023000,154784,154784
2005024000,158168,159360
2005025000,163408,163504
2005026000,168160,168160
2005027000,173400,173400
2005028000,175568,176784
2005029000,178712,179928
2005030000,182904,185096
2005031000,186048,187096
2005032000,190240,190240
2005033000,194792,195032
2005034000,193744,193744
2005035000,194328,194328
2005036000,191184,191184
2005037000,188040,188040
2005038000,184896,184896
2005039000,182872,182944
2005040000,179728,181920
2005041000,177144,179672
2005042000,174560,174560
2005043000,171416,171488
2005044000,168272,168272
2005045000,165128,165128
2005046000,161984,161984
2005047000,159400,159400
2005048000,156256,156400
2005049000,153112,153208
2005050000,150528,150528
2005051000,148432,148432
2005052000,145288,145288
2005053000,142144,142144
2005054000,139000,139000
2005055000,135856,135856
2005056000,132712,133832
2005057000,129568,131736
2005058000,127472,130000
2005059000,125472,125568
2005060000,122328,122328
2005061000,119184,119184
2005062000,116040,117184
2005063000,112896,113136
2005064000,109680,109680
2005065000,106536,106536
2005066000,103392,103392
2005067000,100248,101296
2005068000,97104,98152
2005069000,96200,96200
2005070000,93544,93544
2005071000,90400,90568
2005072000,87256,87256
2005073000,84112,84208
2005074000,80968,83064
2005075000,77584,82824
2005076000,74440,78776
2005077000,71296,76536
2005078000,68712,73952
2005079000,65568,75432
2005080000,62888,73944
2005081000,60232,72408
2005082000,57088,67928
2005083000,53944,68240
2005084000,50800,63904
2005085000,47584,57616
2005086000,44440,51184
2005087000,41296,47800
2005088000,39200,41440
2005089000,36056,36056
2005090000,32912,34488
2005091000,29768,30816
2005092000,26624,28720
2005093000,23480,26136
2005094000,20336,20768
2005095000,17656,17656
2005096000,14736,14736
2005097000,11592,11592
2005098000,7864,7864
2005099000,4504,5552
2005100000,2240,6624
2005101000,2096,4192
2005102000,2528,2768
2005103000,72,72
2005105000,2192,2192
2005106000,144,144
2005109000,72,72
2005112000,72,72
2005118000,240,240
2005119000,96,96
2005133000,3704,3704
2005134000,5944,5944
2005135000,4136,4136
2005136000,6504,6504
2005137000,6648,6648
2005138000,3432,3432
2005139000,1264,1264
2005144000,1120,1120
2005146000,1120,1120
2005147000,2168,2168
2005148000,1608,1608
2005149000,1048,1048
2005150000,560,560
2005151000,1048,1048
2005164000,240,240
2005167000,72,72
2005174000,96,96
2005175000,632,632
2005181000,144,144
2005184000,72,72
2005188000,560,560
2005189000,2096,2240
