time_ns,max_queue_bytes,max_total_buffer_bytes
2005190000,4576,4888
2005191000,1432,1432
2005193000,72,72
2005205000,432,504
2005208000,560,560
2005210000,144,144
2005220000,1048,1048
2005221000,1048,1048
2005222000,1048,1048
2005234000,72,72
2005236000,1048,1048
2005237000,144,144
2005239000,144,144
2005240000,1048,1048
2005241000,1144,1144
2005242000,240,240
2005244000,72,72
2005252000,704,704
2005253000,96,96
2005258000,2336,2336
2005259000,2096,2168
2005260000,3144,3216
2005261000,3144,3144
2005262000,3144,3144
2005263000,1608,1608
2005264000,1144,1288
2005267000,72,72
2005273000,72,72
2005276000,1120,1120
2005281000,72,72
2005283000,1144,1216
2005284000,2096,2240
2005285000,2656,2728
2005286000,2096,2096
2005287000,1048,1048
2005288000,72,72
2005290000,72,72
2005294000,1048,1048
2005301000,144,144
2005309000,3312,3312
2005310000,96,168
2005314000,144,144
2005318000,96,96
2005322000,2192,2192
2005323000,2656,2656
2005324000,2656,2656
2005325000,3144,3144
2005326000,2096,3144
2005327000,2656,3216
2005328000,1048,1048
2005329000,2624,2624
2005331000,144,144
2005333000,96,96
2005335000,72,72
2005336000,72,72
2005337000,1192,1192
2005338000,560,560
2005340000,96,96
2005344000,72,72
2005345000,72,72
2005348000,96,96
2005349000,72,72
2005351000,96,96
2005352000,72,72
2005353000,96,96
2005359000,72,72
2005364000,2752,2752
2005365000,2096,2096
2005366000,1288,1720
2005368000,72,72
2005369000,96,96
2005378000,96,168
2005386000,96,96
2005397000,144,144
2005398000,560,560
2005399000,656,656
2005403000,1048,1048
2005404000,2096,2096
2005405000,2240,2240
2005406000,240,240
2005409000,144,144
2005410000,144,144
2005419000,96,96
2005420000,72,72
2005424000,96,96
2005431000,240,240
2005434000,96,96
2005436000,1048,1048
2005438000,1048,1048
2005439000,3144,3144
2005440000,5240,5480
2005441000,5240,5240
2005442000,8384,8456
2005443000,9056,9056
2005444000,8080,8080
2005445000,4768,5816
2005446000,2240,2240
2005448000,1048,1048
2005449000,1048,1048
2005450000,72,72
2005451000,96,96
2005457000,72,72
2005459000,1144,1144
2005460000,144,144
2005470000,144,240
2005474000,72,72
2005477000,2192,2336
2005478000,1048,1048
2005479000,1048,1048
2005480000,3288,3288
2005481000,3384,3456
2005482000,3384,3456
2005483000,3456,3456
2005484000,240,240
2005485000,1048,1144
2005486000,72,72
2005489000,96,96
2005490000,1048,1048
2005491000,1048,1048
2005492000,1048,1048
2005493000,1048,1048
2005494000,3216,3216
2005495000,2168,2264
2005496000,432,432
2005502000,5240,5240
2005503000,12576,12576
2005504000,22104,22104
2005505000,31536,31536
2005506000,39992,39992
2005507000,49424,49424
2005508000,57808,57808
2005509000,65144,65144
2005510000,72480,72480
2005511000,81912,81912
2005512000,90632,90632
2005513000,99016,99016
2005514000,105304,105304
2005515000,113688,113688
2005516000,120336,120336
2005517000,126696,126696
2005518000,131936,132008
2005519000,136128,136128
2005520000,142416,142416
2005521000,150456,150456
2005522000,158840,158840
2005523000,167224,167224
2005524000,174560,174560
2005525000,181480,182768
2005526000,188816,188816
2005527000,196152,196152
2005528000,204536,204536
2005529000,207216,207216
2005530000,207800,207800
2005531000,207800,207800
2005532000,207800,207800
2005533000,207800,207800
2005534000,207336,208384
2005535000,205240,207336
2005536000,204192,208384
2005537000,203240,205152
2005538000,203240,203240
2005539000,203392,203392
2005540000,200248,200248
2005541000,198152,198152
2005542000,196152,196152
2005543000,194056,194056
2005544000,193104,193176
2005545000,191104,191104
2005546000,187960,189008
2005547000,184816,184816
2005548000,181672,181672
2005549000,178528,178528
2005550000,175384,175384
2005551000,172240,172240
2005552000,169096,169096
2005553000,165952,165952
2005554000,163424,163520
2005555000,160280,160280
2005556000,158184,158184
2005557000,158376,158376
2005558000,155160,156208
2005559000,152016,153304
2005560000,151040,151472
2005561000,147896,147896
2005562000,144752,144752
2005563000,144920,144992
2005564000,141776,141776
2005565000,139752,139752
2005566000,137168,137240
2005567000,136824,137872
2005568000,133536,133536
2005569000,130880,130880
2005570000,127736,127832
2005571000,127736,127736
2005572000,125784,125784
2005573000,122640,122640
2005574000,119496,119496
2005575000,116352,116352
2005576000,114816,114816
2005577000,114816,114816
2005578000,111816,111816
2005579000,108672,110768
2005580000,105528,111960
2005581000,102384,112056
2005582000,99240,109472
2005583000,96512,105080
2005584000,94488,100376
2005585000,91904,94504
2005586000,88760,88856
2005587000,85616,85616
2005588000,82472,82472
2005589000,79328,79328
2005590000,76184,76256
2005591000,73040,74088
2005592000,69896,70944
2005593000,66752,66896
2005594000,63608,63680
2005595000,60928,60928
2005596000,57784,57784
2005597000,55104,55104
2005598000,51960,51960
2005599000,49936,50984
2005600000,46792,46936
2005601000,43064,43064
2005602000,39920,39920
2005603000,36680,36680
2005604000,33536,33536
2005605000,30856,30928
2005606000,27616,27616
2005607000,24280,24376
2005608000,21040,21040
2005609000,18776,18776
2005610000,15464,15464
2005611000,12176,12176
2005612000,8888,8888
2005613000,6088,6088
2005614000,3992,3992
2005615000,2264,2264
2005616000,96,96
2005617000,1048,1048
2005618000,1048,1048
2005619000,1048,1048
2005620000,1048,1048
2005621000,2168,2168
2005622000,2096,2096
2005623000,560,560
2005624000,72,72
2005626000,1048,1048
2005627000,1192,1192
2005629000,72,72
2005631000,1240,1336
2005635000,144,240
2005637000,72,72
2005640000,1704,1704
2005641000,4192,4192
2005642000,4336,4336
2005643000,5240,5240
2005644000,4192,5336
2005645000,2528,3720
2005647000,72,72
2005649000,1048,1048
2005650000,240,240
2005657000,2168,2168
2005658000,4432,4432
2005659000,4672,4672
2005660000,1288,1288
2005661000,1048,1288
2005662000,72,72
2005664000,432,432
2005666000,96,96
2005670000,96,96
2005671000,72,72
2005680000,72,72
2005684000,144,144
2005691000,96,96
2005698000,72,72
2005699000,96,96
2005703000,1048,1048
2005704000,1360,1696
2005705000,1048,1048
2005707000,96,96
2005712000,1608,1608
2005713000,1480,1480
2005714000,72,72
2005716000,72,72
2005721000,704,704
2005726000,72,72
2005728000,1120,1120
2005732000,96,96
2005733000,96,96
2005735000,2192,2192
2005736000,2528,2528
2005737000,240,240
2005738000,72,72
2005742000,72,72
2005744000,2192,2192
2005745000,3144,3144
2005746000,3144,3144
2005747000,3144,3144
2005748000,432,432
2005750000,2240,2240
2005751000,144,144
2005753000,1048,1048
2005754000,704,704
2005762000,1144,1288
2005764000,144,144
2005766000,2168,2168
2005767000,7576,7576
2005768000,8624,8624
2005769000,6864,6864
2005770000,3480,3480
2005771000,240,240
2005772000,1048,1144
2005773000,1048,1048
2005774000,1048,1192
2005775000,1048,1048
2005776000,1048,2096
2005777000,1480,1624
2005778000,144,144
2005783000,72,72
2005785000,1048,1048
2005786000,3144,3144
2005787000,4432,4432
2005788000,4432,4576
2005789000,3384,3384
2005790000,3144,3144
2005791000,3144,3216
2005792000,3144,3288
2005793000,2096,3144
2005794000,2336,3384
2005795000,3144,4192
2005796000,2096,3144
2005797000,4136,4448
2005798000,1576,3056
2005799000,2312,2312
2005800000,96,96
2005802000,144,144
2005803000,560,560
2005804000,240,240
2005805000,72,72
2005809000,144,144
2005811000,3144,3216
2005812000,5336,5336
2005813000,7648,7648
2005814000,5792,6912
2005815000,2648,4256
2005816000,2096,4192
2005817000,2096,3144
2005818000,2096,3144
2005822000,72,72
2005823000,96,96
2005825000,2096,2192
2005826000,2384,2456
2005827000,144,144
2005828000,72,72
2005832000,96,96
2005834000,240,240
2005836000,2096,2096
2005837000,3240,3240
2005838000,3144,3144
2005839000,2528,2528
2005844000,560,560
2005849000,144,144
2005850000,96,96
2005860000,96,96
2005864000,1048,1048
2005865000,240,240
2005866000,96,96
2005867000,240,240
2005869000,1048,1192
2005876000,72,72
2005886000,2168,2168
2005887000,3288,3288
2005888000,1192,1192
2005889000,1048,1048
2005890000,144,360
2005893000,144,144
2005894000,1048,1048
2005895000,72,72
2005896000,560,560
2005898000,96,96
2005909000,144,144
2005910000,1608,1680
2005911000,72,72
2005917000,1048,1048
2005925000,240,240
2005927000,96,96
2005930000,1048,1048
2005940000,72,72
2005943000,144,144
2005949000,1048,1048
2005950000,3704,3704
2005951000,5384,5384
2005952000,5240,5240
2005953000,5184,5184
2005954000,2040,2040
2005962000,1480,1480
2005963000,72,72
2005970000,432,432
2005973000,96,96
2005977000,72,72
2005983000,1048,1048
2005984000,432,432
2005988000,1120,1120
2005989000,2312,2312
2005990000,2096,2096
2005991000,2096,2096
2005992000,240,240
2005998000,72,72
2006002000,6288,6288
2006003000,16280,16280
2006004000,25712,25712
2006005000,34096,34096
2006006000,42480,42480
2006007000,52472,52472
2006008000,61976,61976
2006009000,69800,69800
2006010000,77280,77280
2006011000,83568,83568
2006012000,89856,89856
2006013000,95096,95096
2006014000,102432,102432
2006015000,108720,108720
2006016000,114520,114592
2006017000,122976,122976
2006018000,130312,130312
2006019000,137648,137648
2006020000,142888,142888
2006021000,151272,151272
2006022000,157000,157000
2006023000,163288,163288
2006024000,171056,171056
2006025000,174248,174248
2006026000,176976,176976
2006027000,179072,179072
2006028000,179072,179072
2006029000,180680,181728
2006030000,181728,182256
2006031000,184872,184872
2006032000,188600,188600
2006033000,188600,188600
2006034000,188456,188456
2006035000,188456,188456
2006036000,188456,188456
2006037000,188456,188456
2006038000,189040,189040
2006039000,185896,185896
2006040000,182752,182752
2006041000,181800,181800
2006042000,180752,180752
2006043000,177704,177704
2006044000,175120,175120
2006045000,171976,171976
2006046000,169880,169880
2006047000,166736,166880
2006048000,163592,163592
2006049000,160448,160592
2006050000,157304,157400
2006051000,154160,154160
2006052000,151016,151016
2006053000,148360,148360
2006054000,145776,145776
2006055000,143120,143120
2006056000,141096,141096
2006057000,139000,139000
2006058000,135928,135928
2006059000,132784,132856
2006060000,129640,129640
2006061000,126496,126496
2006062000,123352,123352
2006063000,120208,120208
2006064000,119256,119256
2006065000,116112,116112
2006066000,112968,112968
2006067000,109824,111040
2006068000,106680,106776
2006069000,103536,103536
2006070000,101440,103632
2006071000,99416,99416
2006072000,96272,96272
2006073000,93128,95416
2006074000,89984,89984
2006075000,89592,89664
2006076000,87008,87008
2006077000,84424,84424
2006078000,81280,81376
2006079000,77704,77704
2006080000,74560,74704
2006081000,71880,71880
2006082000,70320,70320
2006083000,66544,66544
2006084000,63400,63400
2006085000,60256,61448
2006086000,58160,58160
2006087000,55576,55672
2006088000,52432,52432
2006089000,49848,49848
2006090000,46704,46704
2006091000,43560,43560
2006092000,40976,40976
2006093000,38296,38296
2006094000,35152,35152
2006095000,34200,34200
2006096000,31056,31056
2006097000,27912,28008
2006098000,24768,25816
2006099000,22184,25472
2006100000,19408,21648
2006101000,16096,17144
2006102000,13296,13296
2006103000,14176,14176
2006104000,14008,14008
2006105000,11936,12984
2006106000,9840,11320
2006107000,6040,7088
2006108000,4408,7304
2006109000,3432,3672
2006110000,3288,3288
2006111000,144,144
2006116000,1144,1144
2006117000,1048,1048
2006120000,2656,2656
2006121000,3432,3432
2006122000,144,144
2006126000,1120,1120
2006127000,2096,2096
2006128000,72,72
2006133000,2240,2240
2006134000,1048,1048
2006135000,1048,1048
2006138000,144,144
2006144000,1048,1048
2006145000,2192,2192
2006146000,4288,4288
2006147000,4288,4288
2006148000,3704,3944
2006149000,4192,4192
2006150000,3816,3816
2006151000,2768,2768
2006152000,3360,3360
2006153000,144,216
2006160000,72,72
2006165000,1120,1120
2006166000,1192,1288
2006170000,1048,1048
2006177000,1120,1120
2006182000,72,72
2006185000,72,72
2006187000,2192,2192
2006188000,2096,2096
2006189000,2096,2096
2006194000,72,72
2006195000,96,96
2006196000,144,144
2006202000,560,632
2006203000,1288,1288
2006217000,96,168
2006225000,1192,1192
2006230000,72,72
2006234000,96,168
2006239000,1048,1048
2006240000,2192,2192
2006241000,1048,1288
2006244000,432,432
2006249000,1240,1240
2006251000,144,144
2006254000,632,632
2006259000,72,72
2006274000,144,144
2006277000,1048,1048
2006280000,144,144
2006287000,1048,1048
2006288000,1048,1048
2006289000,1144,1144
2006293000,1120,1120
2006294000,240,240
2006306000,2096,2096
2006307000,1288,1288
2006309000,1048,1048
2006310000,96,96
2006312000,144,144
2006316000,96,96
2006322000,2752,2752
2006323000,1288,1288
2006325000,72,72
2006326000,72,72
2006332000,528,528
2006333000,144,144
2006335000,240,240
2006337000,2752,2752
2006338000,1048,1288
2006344000,96,192
2006346000,4192,4192
2006347000,7992,7992
2006348000,10232,10232
2006349000,10720,10720
2006350000,10720,10720
2006351000,9056,9056
2006352000,6792,6792
2006353000,3648,3648
2006354000,1120,1120
2006358000,240,240
2006361000,1048,1048
2006362000,1752,1752
2006363000,1192,1192
2006364000,560,656
2006365000,2168,2168
2006366000,2896,2896
2006377000,1120,1120
2006380000,72,72
2006381000,2192,2192
2006382000,1288,1288
2006385000,3144,3144
2006386000,4360,4360
2006387000,4192,4192
2006388000,4360,4360
2006389000,4696,4696
2006390000,2040,2184
2006394000,144,144
2006396000,1120,1120
2006401000,2096,3336
2006402000,3240,3240
2006403000,1384,1384
2006407000,1144,1144
2006408000,1192,1192
2006409000,432,432
2006412000,240,240
2006414000,2896,4992
2006415000,4192,7672
2006416000,7336,9528
2006417000,9816,9816
2006418000,9912,9912
2006419000,6984,8128
2006420000,3456,3456
2006421000,1264,1264
2006423000,1048,1048
2006424000,2192,3240
2006425000,3704,4752
2006426000,3144,4192
2006427000,3088,4136
2006428000,432,432
2006429000,72,72
2006436000,72,72
2006439000,632,632
2006452000,144,144
2006453000,3552,3552
2006454000,1048,1288
2006460000,72,144
2006463000,1048,1048
2006464000,1192,1432
2006469000,96,96
2006473000,1120,1120
2006474000,1192,1192
2006475000,560,560
2006476000,2192,2192
2006477000,4192,4192
2006478000,7336,7336
2006479000,9056,9056
2006480000,5912,5984
2006481000,3888,3888
2006482000,1680,1680
2006491000,240,312
2006495000,72,72
2006497000,72,72
2006498000,1048,1048
2006499000,1192,1192
2006500000,72,72
2006502000,6288,6288
2006503000,15720,15720
2006504000,25152,25152
2006505000,34584,34584
2006506000,40872,40872
2006507000,49256,49256
2006508000,57640,57640
2006509000,64976,64976
2006510000,74408,74408
2006511000,83840,83840
2006512000,93272,93272
2006513000,102776,102776
2006514000,112208,112208
2006515000,119544,119544
2006516000,127928,127928
2006517000,135264,135264
2006518000,144696,144696
2006519000,153080,153080
2006520000,160416,160560
2006521000,168896,168896
2006522000,176232,177280
2006523000,184616,185664
2006524000,190904,192752
2006525000,199872,201088
2006526000,200456,200456
2006527000,198480,201720
2006528000,195336,199672
2006529000,192192,194528
2006530000,189048,189120
2006531000,185904,187024
2006532000,183320,184512
2006533000,180176,180320
2006534000,178152,178152
2006535000,175008,175008
2006536000,172424,172424
2006537000,170328,170328
2006538000,167744,167744
2006539000,165720,165720
2006540000,162576,162576
2006541000,159992,159992
2006542000,156848,156848
2006543000,153704,153704
2006544000,152168,152168
2006545000,149024,149024
2006546000,146856,146856
2006547000,145808,145808
2006548000,143712,143712
2006549000,141832,141832
2006550000,138688,138688
2006551000,136592,136592
2006552000,133448,133448
2006553000,133448,133760
2006554000,131496,131496
2006555000,128912,128912
2006556000,125768,126816
2006557000,122624,123672
2006558000,119480,120528
2006559000,116336,117384
2006560000,113192,113624
2006561000,110048,110048
2006562000,110048,110048
2006563000,109144,109144
2006564000,106000,106000
2006565000,102856,102952
2006566000,99712,99712
2006567000,96568,97688
2006568000,94472,94472
2006569000,91328,91328
2006570000,88184,88328
2006571000,85040,85040
2006572000,81896,81896
2006573000,79872,79872
2006574000,76728,76728
2006575000,73584,73584
2006576000,73488,73488
2006577000,71536,71536
2006578000,68392,68392
2006579000,67440,67440
2006580000,64296,64296
2006581000,61712,61784
2006582000,58568,58568
2006583000,55424,55424
2006584000,54448,54520
2006585000,51304,51304
2006586000,49768,50888
2006587000,47768,48008
2006588000,44624,45672
2006589000,42040,43232
2006590000,41552,42600
2006591000,37824,37824
2006592000,38288,38360
2006593000,38608,38608
2006594000,38120,38120
2006595000,38120,38192
2006596000,37096,37096
2006597000,33952,33952
2006598000,30104,30104
2006599000,27792,27792
2006600000,24648,24648
2006601000,21920,23040
2006602000,19656,21752
2006603000,17464,18512
2006604000,15272,17608
2006605000,13272,14320
2006606000,9984,14488
2006607000,6768,12392
2006608000,4432,7816
2006609000,2096,3800
2006610000,2096,2096
2006611000,2096,2096
2006612000,2656,2656
2006613000,3576,3576
2006614000,432,432
2006621000,1048,1144
2006624000,1288,1288
2006625000,1144,1144
2006626000,144,144
2006627000,560,560
2006638000,1048,1120
2006639000,4192,4192
2006640000,7672,7672
2006641000,7672,7768
2006642000,10672,10672
2006643000,10576,10576
2006644000,11624,11624
2006645000,13720,13720
2006646000,13768,13768
2006647000,12720,13768
2006648000,12104,13152
2006649000,10008,12104
2006650000,9032,11928
2006651000,8888,9936
2006652000,6792,6792
2006653000,4136,4136
2006654000,432,432
2006660000,144,144
2006661000,240,240
2006663000,144,144
2006664000,144,216
2006665000,72,72
2006667000,144,216
2006671000,1120,1120
2006672000,144,144
2006673000,144,144
2006680000,96,96
2006685000,96,168
2006687000,2264,2264
2006696000,144,216
2006698000,1624,1624
2006703000,560,560
2006704000,144,144
2006705000,144,144
2006712000,1192,1192
2006713000,1048,1048
2006714000,1048,1048
2006716000,1048,1048
2006717000,1048,1048
2006719000,72,72
2006720000,240,240
2006723000,560,560
2006724000,1048,1048
2006725000,96,96
2006727000,432,864
2006730000,1192,1192
2006731000,2336,2336
2006732000,72,72
2006736000,560,560
2006737000,1048,1048
2006744000,3144,3144
2006745000,6720,6720
2006746000,10480,11528
2006747000,11768,16032
2006748000,11768,16104
2006749000,11768,17152
2006750000,9616,14856
2006751000,7280,14072
2006752000,5328,10656
2006753000,2240,3232
2006763000,1048,1048
2006764000,2192,2192
2006765000,2096,2096
2006766000,2096,2096
2006767000,1048,1048
2006770000,72,72
2006773000,96,96
2006787000,1048,1048
2006788000,144,216
2006793000,72,72
2006794000,632,632
2006800000,72,72
2006805000,1120,1120
2006806000,144,144
2006807000,144,144
2006815000,240,240
2006817000,1608,1848
2006818000,96,96
2006820000,312,312
2006821000,96,96
2006823000,1048,1048
2006828000,2624,2624
2006832000,96,192
2006838000,240,240
2006841000,72,144
2006843000,96,96
2006845000,72,72
2006850000,72,72
2006858000,96,96
2006865000,96,96
2006868000,432,504
2006869000,72,72
2006871000,96,96
2006873000,704,704
2006874000,1048,1192
2006875000,2096,2096
2006898000,96,96
2006900000,144,144
2006902000,144,144
2006906000,96,96
2006917000,72,72
2006921000,96,96
2006922000,1120,1120
2006923000,1048,1048
2006924000,2800,3944
2006925000,5336,6384
2006926000,5336,6624
2006927000,5800,5800
2006928000,5256,5256
2006929000,2600,2672
2006930000,1144,1144
2006932000,96,96
2006936000,72,72
2006939000,96,96
2006942000,96,96
2006946000,1216,1216
2006952000,560,560
2006955000,72,72
2006959000,1120,1120
2006960000,1288,1288
2006961000,72,72
2006969000,432,432
2006970000,2336,2336
2006977000,72,144
2006978000,560,560
2006984000,96,96
2006987000,1120,1120
2006988000,240,240
2006992000,1048,2096
2006993000,1288,1288
2006994000,72,72
2006995000,1048,1048
2006996000,2096,2096
2006997000,2336,2336
2006998000,1288,2552
2006999000,1048,2096
2007000000,1048,1048
2007001000,1360,1600
2007002000,6288,6288
2007003000,15792,15792
2007004000,25296,25296
2007005000,34728,34728
2007006000,44088,44088
2007007000,51424,51424
2007008000,59952,59952
2007009000,66336,66768
2007010000,73672,73672
2007011000,82056,82056
2007012000,91416,91416
2007013000,98752,98752
2007014000,107136,107136
2007015000,115520,115520
2007016000,123904,124952
2007017000,132432,133840
2007018000,140816,140816
2007019000,150320,150320
2007020000,157656,157656
2007021000,167088,167088
2007022000,176520,176520
2007023000,184904,184904
2007024000,194840,194840
2007025000,202616,202616
2007026000,205296,205296
2007027000,207392,207392
2007028000,209488,209488
2007029000,211024,211024
2007030000,211024,211024
2007031000,211024,211024
2007032000,211024,211024
2007033000,210560,210704
2007034000,207976,209024
2007035000,205952,207072
2007036000,202808,205216
2007037000,200784,202880
2007038000,197640,200784
2007039000,196592,199736
2007040000,195688,198216
2007041000,192544,192544
2007042000,189400,189400
2007043000,186256,186256
2007044000,184160,184160
2007045000,184160,184232
2007046000,182208,182280
2007047000,183256,183256
2007048000,182208,182208
2007049000,182768,182840
2007050000,182768,182768
2007051000,184960,184960
2007052000,183296,183296
2007053000,180152,180152
2007054000,177008,177008
2007055000,173864,174912
2007056000,171768,172816
2007057000,169768,170888
2007058000,166480,166480
2007059000,163336,163336
2007060000,160192,160192
2007061000,157048,157048
2007062000,153904,153904
2007063000,150760,151808
2007064000,147616,149808
2007065000,144400,146008
2007066000,141256,141688
2007067000,138112,139472
2007068000,134968,135064
2007069000,131824,131824
2007070000,130288,130288
2007071000,127144,127144
2007072000,124000,124000
2007073000,121904,121904
2007074000,119904,119904
2007075000,116760,116760
2007076000,113616,113616
2007077000,110472,110472
2007078000,107328,107400
2007079000,104184,104184
2007080000,101040,101040
2007081000,97896,97896
2007082000,94752,94824
2007083000,91536,91536
2007084000,88952,88952
2007085000,85808,85808
2007086000,83280,83280
2007087000,80136,80136
2007088000,79184,79184
2007089000,76040,76112
2007090000,72312,72312
2007091000,69632,69704
2007092000,67048,67048
2007093000,63904,63904
2007094000,60760,60760
2007095000,57616,57616
2007096000,54472,54472
2007097000,53888,53888
2007098000,50840,50840
2007099000,47696,47696
2007100000,44552,44552
2007101000,41312,41312
2007102000,41168,41168
2007103000,39216,40264
2007104000,38024,38024
2007105000,34832,34832
2007106000,31688,31688
2007107000,28544,28544
2007108000,25888,25960
2007109000,22744,22744
2007110000,19504,19672
2007111000,16976,16976
2007112000,13176,13176
2007113000,10424,10424
2007114000,7672,7672
2007115000,4432,4504
2007116000,1144,1240
2007123000,144,144
2007128000,96,96
2007129000,72,144
2007132000,1048,1048
2007133000,2336,2336
2007134000,4192,4192
2007135000,3288,3288
2007136000,1264,1264
2007137000,1048,1048
2007140000,72,72
2007142000,560,560
2007143000,1048,1048
2007146000,144,144
2007147000,144,144
2007149000,72,72
2007166000,632,632
2007169000,96,96
2007170000,1048,1048
2007171000,240,240
2007174000,1048,1048
2007175000,3144,4192
2007176000,6720,10912
2007177000,6864,11296
2007178000,6576,9960
2007179000,8040,8280
2007180000,7088,7088
2007181000,4432,4432
2007182000,2336,2480
2007183000,1144,1216
2007186000,72,72
2007198000,1048,1048
2007199000,1048,1048
2007200000,1048,1192
2007201000,1048,1048
2007202000,432,504
2007204000,72,72
2007207000,1216,1216
2007210000,1192,1192
2007214000,632,632
2007218000,1048,1048
2007219000,1048,1048
2007220000,1144,1144
2007221000,144,216
2007222000,1120,1120
2007223000,1240,1240
2007229000,72,72
2007234000,1120,1120
2007246000,1264,1264
2007247000,1384,1480
2007253000,72,72
2007254000,72,72
2007267000,144,144
2007268000,72,72
2007269000,1048,1048
2007270000,1048,1048
2007271000,1048,1144
2007274000,1192,1192
2007275000,1048,1048
2007276000,1048,1120
2007279000,72,72
2007281000,240,240
2007283000,72,72
2007285000,72,72
2007292000,240,240
2007299000,96,96
2007300000,72,72
2007305000,2096,2096
2007306000,4192,4192
2007307000,2240,2240
2007308000,240,240
2007312000,144,144
2007313000,1048,1144
2007314000,2096,2096
2007315000,72,72
2007317000,72,72
2007325000,72,72
2007329000,96,96
2007331000,96,96
2007333000,72,72
2007335000,72,72
2007338000,72,72
2007348000,72,72
2007349000,1120,1120
2007350000,1048,1048
2007351000,1048,1048
2007352000,1480,1624
2007354000,72,72
2007356000,72,72
2007358000,72,72
2007362000,1120,1120
2007363000,1048,1048
2007364000,1048,1048
2007373000,144,144
2007380000,1048,1048
2007381000,1048,1048
2007382000,1048,1048
2007383000,1048,2096
2007384000,1048,1192
2007385000,432,432
2007386000,1240,1240
2007388000,1048,1048
2007389000,1048,1048
2007390000,1048,1048
2007391000,1048,1120
2007395000,96,96
2007407000,144,144
2007410000,1048,1048
2007411000,1048,1120
2007418000,96,96
2007423000,3384,3384
2007424000,1432,1432
2007427000,96,96
2007430000,1048,1048
2007431000,1144,1144
2007432000,1288,1384
2007435000,72,72
2007442000,1048,1048
2007443000,1288,1288
2007444000,1048,1048
2007445000,1048,1048
2007446000,1048,1048
2007449000,432,432
2007450000,72,72
2007458000,2752,2752
2007459000,3144,3144
2007460000,2096,2096
2007461000,2096,2096
2007462000,4192,5240
2007463000,5816,5816
2007464000,3232,3304
2007465000,560,560
2007476000,1048,2096
2007477000,2656,4264
2007478000,4288,4288
2007479000,3144,3144
2007480000,3576,4624
2007481000,560,992
2007482000,1048,1048
2007483000,2240,2240
2007484000,1432,1992
2007485000,1048,1048
2007486000,1288,1288
2007487000,2096,2096
2007488000,2096,2096
2007489000,2096,3144
2007490000,4192,6288
2007491000,6288,8944
2007492000,6768,8248
2007493000,3624,3624
2007494000,240,240
2007496000,4192,4192
2007497000,6288,6288
2007498000,10792,10792
2007499000,10176,10320
2007500000,7032,7032
2007501000,3888,3888
2007502000,5240,6792
2007503000,12576,12648
2007504000,19912,19912
2007505000,27248,27248
2007506000,33536,34096
2007507000,40872,40872
2007508000,44016,45064
2007509000,49256,49256
2007510000,54496,55128
2007511000,60856,60856
2007512000,68192,68192
2007513000,74480,74480
2007514000,81816,81816
2007515000,89152,89152
2007516000,95440,96584
2007517000,101728,101728
2007518000,105920,105920
2007519000,111160,112208
2007520000,117448,117448
2007521000,121640,122688
2007522000,127928,127928
2007523000,135264,135264
2007524000,140504,140576
2007525000,146792,146792
2007526000,153080,153152
2007527000,156344,156344
2007528000,157976,157976
2007529000,157976,157976
2007530000,156928,156928
2007531000,156856,156856
2007532000,157904,157904
2007533000,159048,159048
2007534000,159048,159144
2007535000,159048,159048
2007536000,158000,158000
2007537000,158000,158000
2007538000,158000,158000
2007539000,158000,158000
2007540000,158584,158584
2007541000,155440,155440
2007542000,152296,152392
2007543000,149152,149152
2007544000,146008,146008
2007545000,142864,142864
2007546000,140768,140768
2007547000,137624,137624
2007548000,134480,134480
2007549000,131336,131336
2007550000,128192,128192
2007551000,125048,125048
2007552000,122952,122952
2007553000,119808,119808
2007554000,117784,117784
2007555000,114640,114640
2007556000,111496,111496
2007557000,108352,108352
2007558000,105208,105208
2007559000,102064,102064
2007560000,98920,98920
2007561000,97872,97872
2007562000,98432,98432
2007563000,97384,98504
2007564000,96576,96576
2007565000,94576,94576
2007566000,94576,94576
2007567000,94576,94576
2007568000,94576,94576
2007569000,94576,94576
2007570000,95624,95624
2007571000,93960,93960
2007572000,92424,92424
2007573000,91376,91376
2007574000,92496,92568
2007575000,91688,91688
2007576000,88544,88544
2007577000,85280,85280
2007578000,82696,82696
2007579000,79552,79552
2007580000,75824,75824
2007581000,73728,73728
2007582000,70584,70824
2007583000,68000,68000
2007584000,65416,65416
2007585000,62176,62176
2007586000,59032,59032
2007587000,55888,55888
2007588000,52744,52744
2007589000,49600,49600
2007590000,46456,46456
2007591000,43312,44360
2007592000,40632,40632
2007593000,36856,36856
2007594000,33712,34760
2007595000,32424,33472
2007596000,30232,32328
2007597000,28136,30232
2007598000,26184,27904
2007599000,25232,27328
2007600000,22088,22088
2007601000,19992,20088
2007602000,18024,18120
2007603000,15440,15440
2007604000,12784,12784
2007605000,9888,9888
2007606000,7792,8840
2007607000,4504,5552
2007608000,1680,1776
2007611000,72,72
2007612000,72,72
2007615000,1048,1048
2007618000,72,72
2007619000,2096,2096
2007620000,5240,5240
2007621000,6960,6960
2007622000,7760,7760
2007623000,4376,6472
2007624000,5480,6768
2007625000,8280,8280
2007626000,9424,9496
2007627000,6280,6280
2007628000,4528,4528
2007629000,4576,4576
2007630000,3384,3384
2007631000,96,96
2007633000,1048,1048
2007638000,1048,1120
2007639000,3144,4528
2007640000,4336,7088
2007641000,3040,4328
2007642000,240,240
2007649000,1048,1120
2007652000,72,72
