run_id,scheme,workload,k1_kb,k2_kb,s,u,flow_count,avg_fct_slowdown,p99_fct_slowdown,avg_rct_slowdown,p99_rct_slowdown,avg_queue_bytes,p99_queue_bytes,max_queue_bytes,avg_link_utilization,p99_link_utilization,convergence_time_us
775716804,dcqcn,rpc,5.0,200.0,1.0,0.9,300,1.0,1.0,0.0,0.0,0.0,0.0,0,1.6603372727272732e-05,0.0,0.0
